candidate_id,course_offering_id,faculty_id,match_score,expertise_match,workload_fit,availability_fit,preference_fit,conflict_risk,proposed_by_agent,status
d5bf4bfa-6f7f-4c59-a62d-19f123b32466,71da39f9-b9b4-42e2-b450-a8ceab3700b3,04960364-6024-4942-9077-a4bda310ae9c,0.865,0.908,0.777,0.841,0.97,0.165,True,ALTERNATIVE
bfe60f43-2e8f-48b5-bf62-8011a380e609,71da39f9-b9b4-42e2-b450-a8ceab3700b3,81a36176-68ec-4261-a2af-d7762e55f556,0.847,0.939,0.779,0.822,0.806,0.198,True,RECOMMENDED
e2154731-df19-4ed9-ba90-1d58e2d0013c,71da39f9-b9b4-42e2-b450-a8ceab3700b3,a121451e-2342-4ed9-addf-5080ca7818f5,0.7,0.804,0.592,0.636,0.78,0.394,True,RECOMMENDED
378a2e13-95a1-4f51-9b57-93d7a835b447,af5397dd-a95c-4d2a-83ce-9e91add54290,0cc0e0a4-dfdb-4a79-928d-3501e5261ebf,0.864,0.894,0.859,0.779,0.921,0.159,True,RECOMMENDED
e46261a0-254f-4b29-97bd-1d76646834cd,af5397dd-a95c-4d2a-83ce-9e91add54290,498fd547-b049-4f42-93c9-e93378f0b8c9,0.83,0.94,0.701,0.761,0.97,0.303,True,RECOMMENDED
4fbc53d3-9687-41f0-bd06-e4cb02c84791,af5397dd-a95c-4d2a-83ce-9e91add54290,15d98ad4-9768-42b3-8fb4-3c23e68256fc,0.848,0.896,0.838,0.754,0.86,0.133,True,RECOMMENDED
0ac3a518-7bca-4193-b519-32b2883180ef,af5397dd-a95c-4d2a-83ce-9e91add54290,0f5d0964-8c90-4882-afd4-c254e28dc639,0.851,0.946,0.758,0.772,0.924,0.201,True,RECOMMENDED
26d1aae6-cea2-4cea-b373-1e4f54c5867b,af5397dd-a95c-4d2a-83ce-9e91add54290,550d9e3a-2907-4006-bd07-69f224fcc1b8,0.621,0.829,0.45,0.48,0.641,0.42,True,ALTERNATIVE
dd735a7a-5a2a-45b3-8652-ebe437442c16,92f22d36-4c6c-42ca-ac3f-a034d9975810,88d73267-ce1f-4c3f-8fee-7e63dd0fd92b,0.753,0.774,0.705,0.707,0.825,0.202,True,ALTERNATIVE
69f32eff-8238-4778-9e91-5a2113e582fb,92f22d36-4c6c-42ca-ac3f-a034d9975810,8e411e26-c1b1-4b46-ab35-ba47eb7c96b4,0.73,0.867,0.522,0.659,0.887,0.285,True,ALTERNATIVE
9a09ab00-5819-4d7c-9b0b-c5d1ded20899,92f22d36-4c6c-42ca-ac3f-a034d9975810,5ca2c3da-f7a7-45bb-9a22-278fe1499d83,0.798,0.859,0.67,0.73,0.97,0.196,True,ALTERNATIVE
ee9304f0-5544-453d-b023-c58922307b45,92f22d36-4c6c-42ca-ac3f-a034d9975810,737c7f51-f960-4040-b968-26cf5bab1aea,0.768,0.874,0.621,0.694,0.897,0.269,True,RECOMMENDED
e3ce1346-7d63-4459-9eab-d66eb02b59b6,92f22d36-4c6c-42ca-ac3f-a034d9975810,854ae914-71ad-4bed-85d1-9313ce5be9e2,0.759,0.759,0.775,0.838,0.702,0.363,True,RECOMMENDED
0d6a4e8b-e0fe-45e1-be87-79db9c696219,ef0d7b88-4ae4-4292-a0b2-303ef8c2f8a1,18fa557b-1180-447f-bda9-9206e59d27ad,0.704,0.943,0.5,0.532,0.736,0.314,True,ALTERNATIVE
9fca8770-7b12-4ad9-b895-d66abc974238,ef0d7b88-4ae4-4292-a0b2-303ef8c2f8a1,0b9fa611-85e3-4573-9143-7a7b23a7bd19,0.883,0.879,0.908,0.795,0.952,0.107,True,RECOMMENDED
abd445cf-1a57-47c9-a49d-5729810f5286,ef0d7b88-4ae4-4292-a0b2-303ef8c2f8a1,0ebac0fb-9fab-4221-bb4c-b18b6d7c026b,0.814,0.875,0.759,0.758,0.859,0.217,True,RECOMMENDED
2a163d44-d02a-46b7-aa5c-226d91dd6ecb,ef0d7b88-4ae4-4292-a0b2-303ef8c2f8a1,16e02285-493e-4632-bdf7-6f19062c50c5,0.736,0.72,0.708,0.736,0.801,0.216,True,ALTERNATIVE
ebdc0bbf-c45f-41ec-a6da-a1894704db82,ef0d7b88-4ae4-4292-a0b2-303ef8c2f8a1,2b51e6f8-07e8-4b62-8107-88c45b73a60c,0.616,0.698,0.506,0.559,0.713,0.42,True,ALTERNATIVE
edb4fd41-a023-4ac4-9503-0f5ed5ee72e3,9b40d3d0-9277-4433-ae09-a6cf61f9621d,bb462d36-c014-4c31-b86f-28eef697f43a,0.83,0.757,0.898,0.824,0.882,0.163,True,ALTERNATIVE
271d833f-1a39-4925-b230-96471e6a7c22,9b40d3d0-9277-4433-ae09-a6cf61f9621d,e3cb5c41-9af9-4847-a1a2-1576a226b983,0.764,0.878,0.658,0.677,0.831,0.298,True,ALTERNATIVE
e97c7a79-4609-40ae-8a40-765a6a33a9f4,9b40d3d0-9277-4433-ae09-a6cf61f9621d,28947459-dc10-4e91-9622-8dae512bec9f,0.72,0.905,0.518,0.583,0.863,0.357,True,ALTERNATIVE
f186f9cd-f7fa-4117-8660-8d4a051e9138,9b40d3d0-9277-4433-ae09-a6cf61f9621d,80400268-4ad4-4a07-b9cc-5ae63b0b6b10,0.673,0.804,0.465,0.566,0.893,0.354,True,ALTERNATIVE
c6d56d1b-9d9d-454e-b8b9-7b863ded00d2,9b40d3d0-9277-4433-ae09-a6cf61f9621d,eaaabc31-5820-418c-8a4c-116ff20d27c2,0.761,0.739,0.772,0.833,0.734,0.299,True,RECOMMENDED
b1f27b88-bb44-40b2-a876-bb0bb543f8e6,73891486-d187-48dc-a15f-717226ab6b7d,788ef180-7b30-45ef-bcbc-007850bfcf10,0.875,0.98,0.743,0.819,0.96,0.17,True,RECOMMENDED
824206e2-a296-4e8f-8389-3f4fe7036c10,73891486-d187-48dc-a15f-717226ab6b7d,95403225-c5f1-42b0-b165-bf827c804d24,0.808,0.919,0.686,0.727,0.901,0.241,True,RECOMMENDED
e4663548-f1c9-4c2d-a1b7-9d2d6d26aa8d,73891486-d187-48dc-a15f-717226ab6b7d,607bfa8d-71f6-453b-8ebb-4c835e164d4e,0.898,0.973,0.865,0.75,0.97,0.111,True,RECOMMENDED
20044324-4a2e-484c-808c-013ed123d1fb,73891486-d187-48dc-a15f-717226ab6b7d,7c259c75-bcad-4031-953f-e876da90d0ff,0.811,0.906,0.755,0.688,0.847,0.203,True,RECOMMENDED
8ba0c285-cebf-48f9-ade5-a8eb6b7f0461,73891486-d187-48dc-a15f-717226ab6b7d,962b4c53-ebb1-4dc1-9e7b-256599ad5b08,0.722,0.762,0.661,0.731,0.805,0.42,True,ALTERNATIVE
32ed0d80-adb8-40da-be08-4469c9f54988,a0059921-4bbc-4716-9981-8df306d8bb48,c133c8ac-91e6-4c22-93b6-fafb697b9227,0.715,0.85,0.592,0.579,0.816,0.329,True,RECOMMENDED
c510ab6d-7833-44af-9960-6ccb0a13217a,a0059921-4bbc-4716-9981-8df306d8bb48,9cc63c57-6d20-4b4a-bb5c-871ac4e84d2a,0.802,0.98,0.634,0.68,0.878,0.262,True,RECOMMENDED
588fc9e4-0618-4a3c-806d-3766bca10272,a0059921-4bbc-4716-9981-8df306d8bb48,b1f6f2b2-c28b-49c3-83f3-b1f8eb7ab18f,0.752,0.842,0.65,0.654,0.879,0.296,True,RECOMMENDED
bad735c8-d79b-406d-a623-49a7b3d22f32,a0059921-4bbc-4716-9981-8df306d8bb48,86884c41-b8a1-4156-872f-c8929b2f0505,0.837,0.87,0.799,0.799,0.873,0.158,True,ALTERNATIVE
1901881a-5774-4109-8274-b3252c04f864,a0059921-4bbc-4716-9981-8df306d8bb48,af650bfb-e718-45ae-a102-a94ca5f1ef64,0.754,0.761,0.807,0.779,0.676,0.366,True,RECOMMENDED
73430b06-dc66-47d9-8ba0-4c153f0f00ac,b1e17156-0924-4c80-987b-21a5f3128454,04960364-6024-4942-9077-a4bda310ae9c,0.876,0.858,0.917,0.863,0.871,0.14,True,RECOMMENDED
ea3e526d-0eb4-472b-9103-5120d17a619e,b1e17156-0924-4c80-987b-21a5f3128454,a121451e-2342-4ed9-addf-5080ca7818f5,0.684,0.89,0.45,0.515,0.891,0.42,True,ALTERNATIVE
ebef634c-f6c1-4429-8464-2b458a70183b,b1e17156-0924-4c80-987b-21a5f3128454,8a038865-55b6-4b1b-b756-4a80915bfd9e,0.809,0.98,0.7,0.724,0.736,0.242,True,RECOMMENDED
37baf310-7b5f-4966-aff7-cdb07efd6617,b1e17156-0924-4c80-987b-21a5f3128454,81a36176-68ec-4261-a2af-d7762e55f556,0.865,0.917,0.827,0.821,0.842,0.096,True,RECOMMENDED
72dc1dbb-b306-46e2-a5b0-440f8851dc50,b1e17156-0924-4c80-987b-21a5f3128454,8e9c5931-7b24-4db7-92c4-76147fbd4ed4,0.72,0.721,0.659,0.727,0.866,0.36,True,ALTERNATIVE
0626a25d-c0d1-40ef-a49d-cbc924f88b79,f7c4116b-7dd0-4aca-99aa-d5473b627d92,5fef01dc-2977-4d85-bfce-1104cf42b1ca,0.769,0.781,0.662,0.744,0.97,0.228,True,ALTERNATIVE
39bc64fa-9a16-49a6-a30e-ac7814a8ce7a,f7c4116b-7dd0-4aca-99aa-d5473b627d92,3d135688-c90d-43e9-9281-2c574f02ab3c,0.808,0.962,0.626,0.673,0.97,0.24,True,ALTERNATIVE
45ac7fa2-99fb-4b3b-b069-0ab3db025b65,f7c4116b-7dd0-4aca-99aa-d5473b627d92,31a6aa84-5364-4059-b8ea-b43f8d838892,0.83,0.954,0.711,0.759,0.888,0.252,True,ALTERNATIVE
b8202ad4-1641-47d7-b0d7-c1e1c3f70aa1,f7c4116b-7dd0-4aca-99aa-d5473b627d92,6ca54e60-fd4f-4b6b-aed3-77ba941f43f2,0.74,0.856,0.587,0.617,0.93,0.31,True,ALTERNATIVE
af2e6089-e323-4815-8dce-433ba4b1cbe3,f7c4116b-7dd0-4aca-99aa-d5473b627d92,4b542179-96b2-4b5e-814a-1eaddbeeb809,0.783,0.858,0.748,0.8,0.696,0.305,True,ALTERNATIVE
339b4658-00e6-47c5-9972-cff5460990b7,702232fc-4c97-4087-b737-7f7a12822ad6,beef0c11-fbbc-46d6-8394-a0923811d6d7,0.76,0.914,0.614,0.654,0.832,0.31,True,RECOMMENDED
d022a49c-cb52-4f05-b46f-0e15ea1b3ff9,702232fc-4c97-4087-b737-7f7a12822ad6,a7105688-e356-4d10-bd07-40b605f74f8e,0.816,0.87,0.777,0.739,0.898,0.26,True,ALTERNATIVE
441dcaf1-0ba4-474f-849b-86d6e89c1b4f,702232fc-4c97-4087-b737-7f7a12822ad6,a2f5aeed-8d46-419f-8dc1-fc6d9bc6dad3,0.855,0.88,0.821,0.82,0.924,0.177,True,RECOMMENDED
7883794d-1b7a-43d9-83b8-119b68d5af55,702232fc-4c97-4087-b737-7f7a12822ad6,9b4b7d90-6924-464a-b6ed-929275262d0b,0.857,0.863,0.83,0.81,0.97,0.169,True,RECOMMENDED
8588c6c8-ae04-4019-ae0b-86f61272e767,702232fc-4c97-4087-b737-7f7a12822ad6,e40acc49-3695-4602-bcf6-f973deeb580f,0.708,0.667,0.755,0.751,0.699,0.35,True,ALTERNATIVE
b2d1f912-58a3-416a-8678-ce758a98e077,a25de81d-648e-4590-8425-f8d078707016,aa6379ff-8ba8-46b9-af16-b60ed510922d,0.867,0.98,0.798,0.736,0.913,0.175,True,RECOMMENDED
94d6af7d-1596-4a82-8c39-81d78bf26eaa,a25de81d-648e-4590-8425-f8d078707016,be0738a4-fc75-43b3-bb9c-40d5eebd199d,0.858,0.822,0.842,0.874,0.956,0.148,True,RECOMMENDED
a94d80d7-9826-451a-be95-f2bc454eb21e,a25de81d-648e-4590-8425-f8d078707016,bfc69005-93cf-4d59-8337-4e72e10831c4,0.827,0.82,0.829,0.775,0.915,0.19,True,ALTERNATIVE
c2b560ca-b925-4187-8585-8ba91cc71c0e,a25de81d-648e-4590-8425-f8d078707016,7240ad12-1b4f-458f-9223-f3544ac71991,0.875,0.971,0.813,0.8,0.908,0.222,True,RECOMMENDED
fb1238d0-0fe7-47a5-8287-4c0956b61d70,a25de81d-648e-4590-8425-f8d078707016,c3d593be-7794-4ed4-9bc2-7e0dd4e2dfe5,0.764,0.769,0.804,0.812,0.64,0.278,True,ALTERNATIVE
1685885e-8f4f-4c63-b4d3-d595056364cc,10d2ebca-eef4-461c-b8fb-a577dbbb8023,17ea17dc-808e-473f-b329-ea4ecd1fea97,0.776,0.94,0.654,0.694,0.729,0.258,True,ALTERNATIVE
e1b9a6b6-658a-4d51-b081-c279bbe22404,10d2ebca-eef4-461c-b8fb-a577dbbb8023,065ccff1-2c19-4d20-9bee-332b883310ac,0.809,0.87,0.687,0.758,0.955,0.191,True,ALTERNATIVE
683e595d-0605-4bb1-93da-cca52b754bfb,10d2ebca-eef4-461c-b8fb-a577dbbb8023,398f64bf-9c85-4742-8dbc-cefd0a151665,0.76,0.768,0.689,0.694,0.946,0.226,True,ALTERNATIVE
e75a64a0-3520-4867-964a-5a7f72455bdb,10d2ebca-eef4-461c-b8fb-a577dbbb8023,0fccc82e-e112-446d-a876-2ed436d86120,0.803,0.861,0.725,0.815,0.781,0.181,True,ALTERNATIVE
7fb0b9cd-0168-4cd1-99d8-5cbca22c265d,10d2ebca-eef4-461c-b8fb-a577dbbb8023,43f1f5d4-c08b-4b32-95bc-e3dd3a8e7b65,0.745,0.78,0.864,0.753,0.458,0.311,True,RECOMMENDED
9c3dea01-12c3-435e-9f30-01dfe7e5053f,fba80db0-01c5-441c-82cb-7e194d50299d,ccd6d225-fc9c-4ce7-94a5-23e53daace6a,0.816,0.98,0.701,0.698,0.841,0.288,True,ALTERNATIVE
cf5edd2c-e3d8-40f8-a42e-adc084c96448,fba80db0-01c5-441c-82cb-7e194d50299d,a44d1f42-f622-4d84-bdc0-d501fc60b0fa,0.853,0.836,0.851,0.838,0.965,0.224,True,RECOMMENDED
904f62ef-48f1-4181-a0fc-1efad133cc4f,fba80db0-01c5-441c-82cb-7e194d50299d,bfc09a32-b57e-45dc-bded-9de9cbfe54ab,0.823,0.809,0.854,0.844,0.738,0.113,True,RECOMMENDED
5aa23c8f-106e-4faa-a441-8635831d72cc,fba80db0-01c5-441c-82cb-7e194d50299d,ec8636b6-71a4-411e-a406-2e60e04c5579,0.769,0.856,0.677,0.722,0.814,0.272,True,ALTERNATIVE
81ab0ef7-97a0-460c-b512-72e9e140a22c,fba80db0-01c5-441c-82cb-7e194d50299d,efadb031-5b56-4fe8-bbfc-5afb2e74eaa7,0.768,0.77,0.812,0.788,0.712,0.33,True,ALTERNATIVE
671cf7fc-5940-4907-8423-76d1de406110,5fd9f096-ad79-46b2-8950-f51a2829b3d7,eaaabc31-5820-418c-8a4c-116ff20d27c2,0.793,0.84,0.754,0.764,0.772,0.171,True,RECOMMENDED
816be6f3-792f-4420-b9c0-ac4b9aa15530,5fd9f096-ad79-46b2-8950-f51a2829b3d7,28947459-dc10-4e91-9622-8dae512bec9f,0.767,0.853,0.666,0.683,0.895,0.304,True,RECOMMENDED
27c1c845-746e-45e3-a07f-643cd5554e58,5fd9f096-ad79-46b2-8950-f51a2829b3d7,bb462d36-c014-4c31-b86f-28eef697f43a,0.888,0.865,0.919,0.865,0.901,0.095,True,RECOMMENDED
1b5c6f65-f6be-4115-962f-6cd66b209192,5fd9f096-ad79-46b2-8950-f51a2829b3d7,e3cb5c41-9af9-4847-a1a2-1576a226b983,0.857,0.785,0.871,0.905,0.954,0.153,True,RECOMMENDED
bd46743b-68ef-4f86-a723-d5c00f8c31bd,5fd9f096-ad79-46b2-8950-f51a2829b3d7,80400268-4ad4-4a07-b9cc-5ae63b0b6b10,0.665,0.813,0.542,0.611,0.651,0.42,True,ALTERNATIVE
d291db01-c18b-4784-a1f7-d0da19397e9e,4cc274d2-cfd2-47a0-b486-eda2f1bec776,cada28a3-657c-4c3a-bb6a-c9b1d0238a25,0.835,0.892,0.813,0.766,0.844,0.195,True,RECOMMENDED
5c286dbd-1fe6-459f-9dff-d1c7461d6462,4cc274d2-cfd2-47a0-b486-eda2f1bec776,eb017f29-b01c-4ff7-bf5f-ad82ca630d9b,0.739,0.891,0.589,0.585,0.836,0.249,True,ALTERNATIVE
b23df58d-ede0-42fc-846b-5a00d23d338f,4cc274d2-cfd2-47a0-b486-eda2f1bec776,d2a76668-eedd-4e71-8b49-df377f94d143,0.795,0.852,0.7,0.706,0.97,0.245,True,RECOMMENDED
02717e84-fd02-43bb-b310-9860911b6039,4cc274d2-cfd2-47a0-b486-eda2f1bec776,c82680b4-c401-4026-ae2a-07442aaacd8e,0.853,0.881,0.832,0.755,0.963,0.168,True,RECOMMENDED
2267a28b-bcb8-4783-8d07-caeaaebcf574,4cc274d2-cfd2-47a0-b486-eda2f1bec776,eba88997-715f-4851-a75d-2ed0403f9a06,0.701,0.793,0.629,0.633,0.765,0.412,True,ALTERNATIVE
2905945f-9117-44ea-9bc7-da10f1ec117a,ca48ee02-7dcb-48a2-8955-350ef27f165c,7f0f6929-eb32-40c7-8a9d-6125875f1c67,0.782,0.838,0.709,0.794,0.785,0.257,True,ALTERNATIVE
85590e28-358a-4d95-a025-f03b8cf05d39,ca48ee02-7dcb-48a2-8955-350ef27f165c,619e4ef2-528f-46fa-8496-da411515660b,0.825,0.913,0.739,0.719,0.928,0.217,True,ALTERNATIVE
79614dc1-52b8-4ba9-bac4-2bab6379958d,ca48ee02-7dcb-48a2-8955-350ef27f165c,7bfe60a6-64cf-4599-a097-8ed76029f6ed,0.809,0.939,0.683,0.666,0.939,0.24,True,RECOMMENDED
3b258a7d-f66d-4dd5-b7b0-6cd4cfada662,ca48ee02-7dcb-48a2-8955-350ef27f165c,6ea89295-5e24-46da-82df-f97b174b4e7f,0.815,0.937,0.745,0.675,0.865,0.25,True,ALTERNATIVE
