course_offering_id,course_version_id,term_id,section_id,department_id,enrolled_count,delivery_mode,status
92f22d36-4c6c-42ca-ac3f-a034d9975810,2401719b-fcec-4441-a690-9d24b57ec818,ad07d73c-e291-486b-b9a2-9bb35431f855,9d81479e-2943-40b8-b3ff-0352ff838d26,19c88429-ca3a-4e68-b4f8-fab1adf20ac0,46,OFFLINE,PLANNED
ef0d7b88-4ae4-4292-a0b2-303ef8c2f8a1,98208787-0887-4eb4-8769-286bdc6bba2a,633cf081-0411-4927-af1f-adf3757df829,872dd4e2-f2fd-482d-a867-fa116b10f505,12d9179d-8246-4f9f-b8b0-fd85d0be1665,44,OFFLINE,PLANNED
9b40d3d0-9277-4433-ae09-a6cf61f9621d,4938a4d2-bdc4-46ee-94f8-29c8314b290d,ad07d73c-e291-486b-b9a2-9bb35431f855,23f2f0d9-3fde-460d-8b5d-1fcc2c41a052,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,47,OFFLINE,PLANNED
73891486-d187-48dc-a15f-717226ab6b7d,eea08813-d20f-4214-9156-a6c7c8722b88,633cf081-0411-4927-af1f-adf3757df829,14f080b3-e888-4e97-91df-1c01bb4c4b0e,fdf5e9b3-106d-4471-914c-2869ff96e55a,62,OFFLINE,PLANNED
a0059921-4bbc-4716-9981-8df306d8bb48,80446611-4356-45c6-92fb-611118a61686,ad07d73c-e291-486b-b9a2-9bb35431f855,3012c4ec-3ca5-4ea5-8dac-8d2d71baec1e,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,44,ONLINE,PLANNED
b1e17156-0924-4c80-987b-21a5f3128454,286531d2-b701-4e57-8b8a-83eafe74f8df,633cf081-0411-4927-af1f-adf3757df829,045fc893-c3cc-48c6-924b-a8287ae58e6c,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,48,OFFLINE,PLANNED
f7c4116b-7dd0-4aca-99aa-d5473b627d92,3d96169c-811c-46d1-bb8d-aacc2de5b50c,ad07d73c-e291-486b-b9a2-9bb35431f855,8562847e-a344-4623-b7fe-894af926a2cf,ae83cb7c-7899-472d-9264-79cf285ee703,63,OFFLINE,PLANNED
702232fc-4c97-4087-b737-7f7a12822ad6,ce517a16-48a8-484d-a132-15975fb4c81f,633cf081-0411-4927-af1f-adf3757df829,0d658a8c-4a7f-45f1-9f6d-a0683ecaa42a,fdf5e9b3-106d-4471-914c-2869ff96e55a,55,OFFLINE,PLANNED
a25de81d-648e-4590-8425-f8d078707016,c29beb32-3612-49fc-945e-2e0e03d0018a,ad07d73c-e291-486b-b9a2-9bb35431f855,ec426bf2-7525-4aaa-9b3c-722f13ef8a8e,ae83cb7c-7899-472d-9264-79cf285ee703,42,OFFLINE,PLANNED
10d2ebca-eef4-461c-b8fb-a577dbbb8023,e6122e8d-5531-4c4e-ad27-4ffb46721691,633cf081-0411-4927-af1f-adf3757df829,a214aaf6-a9c7-408d-aad1-3d4d17adae15,ef59af18-780b-4f3f-b518-c020a3f76008,52,OFFLINE,PLANNED
fba80db0-01c5-441c-82cb-7e194d50299d,f5547684-a79c-4e04-ac42-1fb74fb6c267,ad07d73c-e291-486b-b9a2-9bb35431f855,e5b69c47-5929-4051-81c5-a121d1cbbb75,b2a014e0-16d2-48bc-89bd-1e8222a90bac,59,OFFLINE,PLANNED
5fd9f096-ad79-46b2-8950-f51a2829b3d7,4938a4d2-bdc4-46ee-94f8-29c8314b290d,633cf081-0411-4927-af1f-adf3757df829,aecbaf71-1488-42ae-b3b2-e93fde379d10,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,57,HYBRID,PLANNED
4cc274d2-cfd2-47a0-b486-eda2f1bec776,5ff651a1-c28e-43be-b0a4-6d8575952469,ad07d73c-e291-486b-b9a2-9bb35431f855,baa37b2d-c969-4af4-9dc2-87582409d808,ae83cb7c-7899-472d-9264-79cf285ee703,50,OFFLINE,PLANNED
ca48ee02-7dcb-48a2-8955-350ef27f165c,96ef8505-37e3-4d02-8dc9-ab856201bc43,633cf081-0411-4927-af1f-adf3757df829,4a665c91-38df-498b-9987-bd388213e252,ef59af18-780b-4f3f-b518-c020a3f76008,55,HYBRID,PLANNED
84372ff1-3ff7-4957-b791-0a8d57e42f44,39f16198-9a69-46d5-9d3e-1defc774f53e,ad07d73c-e291-486b-b9a2-9bb35431f855,56eb2aee-84c1-4fef-aa0b-9fb9d1df421f,fdf5e9b3-106d-4471-914c-2869ff96e55a,63,OFFLINE,PLANNED
5cc16f7d-fb2b-4aa7-b2bc-3ddecf451fe8,a13b2603-c4a0-4e76-a760-f429b6c448c0,633cf081-0411-4927-af1f-adf3757df829,71815d2d-9c34-442a-bbff-859b4db33028,5b546b83-b432-4d59-8ee9-cf751aed229c,58,OFFLINE,PLANNED
3f842764-18a3-40b3-93e0-0ebcbf5d4543,024ef432-ca72-4c2a-9aca-0ed197538a05,ad07d73c-e291-486b-b9a2-9bb35431f855,23cd132e-577c-4fe2-b920-74bc6e3f6127,5b546b83-b432-4d59-8ee9-cf751aed229c,43,ONLINE,PLANNED
6960b147-5824-464d-9763-6e87e28de15e,0489e37d-babe-44d9-a1a2-00bfd108be27,633cf081-0411-4927-af1f-adf3757df829,c36e5483-fdae-43d7-9235-bc316ff69949,b2a014e0-16d2-48bc-89bd-1e8222a90bac,58,OFFLINE,PLANNED
1bc071dc-5045-426f-a470-2d42be285c71,5781500a-8a7a-4844-b058-513c19e2a2a5,ad07d73c-e291-486b-b9a2-9bb35431f855,3e0494a1-3897-44f6-8e99-0bb10b14238d,ae83cb7c-7899-472d-9264-79cf285ee703,42,OFFLINE,PLANNED
5a1ef5f6-127c-4971-bf16-46b6019a5728,e96f0e4b-dded-4c79-9d59-2b17b9ff15e8,633cf081-0411-4927-af1f-adf3757df829,4cc6fc26-b792-46eb-a69c-53c9c241bcce,12d9179d-8246-4f9f-b8b0-fd85d0be1665,44,HYBRID,PLANNED
913cd5f8-921b-4bb0-a117-069df725a2b3,5f7efe08-2e69-49a0-8617-72ec8e53e3a1,ad07d73c-e291-486b-b9a2-9bb35431f855,b11d1353-58c8-4cad-8f68-b8ed7b9fae78,ef59af18-780b-4f3f-b518-c020a3f76008,47,OFFLINE,PLANNED
186108a1-c1d9-49ed-a582-15064317ffd6,2a149607-0cff-4c64-934f-5dd02dd802b4,633cf081-0411-4927-af1f-adf3757df829,35323c51-c5ea-409d-b7d9-cfbeada28bc0,b2a014e0-16d2-48bc-89bd-1e8222a90bac,53,OFFLINE,PLANNED
eb030127-b435-4f67-bf24-aacba4e99474,43f25cc9-c334-44f5-a452-cf9873fed19c,ad07d73c-e291-486b-b9a2-9bb35431f855,60d1e37d-98b9-4a2d-a628-5edb4c9b0a8b,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,62,OFFLINE,PLANNED
3c797dbd-390f-41e9-9682-327e0fcca194,fa896e35-fa48-4f30-ab0f-774b8e87aa5f,633cf081-0411-4927-af1f-adf3757df829,7c03af23-1af1-4396-9160-6d35c13a6090,ef59af18-780b-4f3f-b518-c020a3f76008,63,OFFLINE,PLANNED
388f0ebb-e27d-42b6-8b90-6307f0fa4fc3,cab25c6e-1b65-4b5d-8ae6-47b6743cf3cf,ad07d73c-e291-486b-b9a2-9bb35431f855,31868552-0650-415b-8bfd-264900352427,ef59af18-780b-4f3f-b518-c020a3f76008,52,OFFLINE,PLANNED
a740b04a-0bf8-4398-b4ae-8458cf3dc332,a4dc3d4e-5365-4761-afbb-0469ac8fce2a,633cf081-0411-4927-af1f-adf3757df829,3db9b6da-b031-40c6-9f53-6bdffb97e268,5b546b83-b432-4d59-8ee9-cf751aed229c,56,OFFLINE,PLANNED
a5502b1d-e3e9-4218-a743-8ac046a9da52,024ef432-ca72-4c2a-9aca-0ed197538a05,ad07d73c-e291-486b-b9a2-9bb35431f855,2c3d9c04-fa98-4896-87df-9962fa06e8eb,5b546b83-b432-4d59-8ee9-cf751aed229c,55,OFFLINE,PLANNED
8bd5b07a-0853-462c-b8c7-2806a6514712,a0e1dce4-680f-4845-9bec-cb3c7fb1e30f,633cf081-0411-4927-af1f-adf3757df829,b1a00dbd-f037-4b97-bdaf-7da6d661a9bb,12d9179d-8246-4f9f-b8b0-fd85d0be1665,64,OFFLINE,PLANNED
ef9a659d-a98d-4e6e-99fc-acf54b042c23,e111af28-5a83-439c-815f-fbcd3dbe5875,ad07d73c-e291-486b-b9a2-9bb35431f855,c6c688e5-98b9-4dbc-bf37-53ca237b6907,b2a014e0-16d2-48bc-89bd-1e8222a90bac,52,OFFLINE,PLANNED
5c911944-e815-46c5-acc6-2b5208d57565,a5c82225-c24f-4593-9efd-680cfff74d4c,633cf081-0411-4927-af1f-adf3757df829,c041f234-add1-405b-9d10-da442e8c4ff1,5b546b83-b432-4d59-8ee9-cf751aed229c,65,OFFLINE,PLANNED
9454035f-8c21-4822-b494-e19530f6717c,a5c82225-c24f-4593-9efd-680cfff74d4c,ad07d73c-e291-486b-b9a2-9bb35431f855,23bbc370-ba36-41b8-8f28-3d35cf759cc8,5b546b83-b432-4d59-8ee9-cf751aed229c,56,OFFLINE,PLANNED
e9ec4a51-1368-49f6-9d59-fd6c933d0111,6be95699-e258-4fd1-a5c2-8ab3ee50b425,633cf081-0411-4927-af1f-adf3757df829,7f9bd958-6c7a-44d0-a77b-0785f32d47b5,5b546b83-b432-4d59-8ee9-cf751aed229c,40,OFFLINE,PLANNED
56235885-2b27-4d08-bd01-a963a6c42bfb,a5c82225-c24f-4593-9efd-680cfff74d4c,ad07d73c-e291-486b-b9a2-9bb35431f855,8051ea4d-fc0e-4058-a9a7-fb5d552beff8,5b546b83-b432-4d59-8ee9-cf751aed229c,43,OFFLINE,PLANNED
405e8ae7-4681-4687-a1d9-fc876553f9bc,6f8b61e9-d966-456b-b8cf-2f34188c7c12,633cf081-0411-4927-af1f-adf3757df829,cdfeb95b-7894-4b7f-b2b8-e32c181064ae,ef59af18-780b-4f3f-b518-c020a3f76008,48,OFFLINE,PLANNED
395cf5d0-2190-4cc3-a242-a7ea7aae536d,43fd21fa-c15a-44cc-8015-1c1f5d94edee,ad07d73c-e291-486b-b9a2-9bb35431f855,35124d68-67fe-46f5-a8fd-cb1b2c17a691,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,58,OFFLINE,PLANNED
382a36d5-4099-49b1-a64c-b6c7a6ed98cc,203ef1bf-4eaa-4f61-a835-c955648629fc,633cf081-0411-4927-af1f-adf3757df829,b70c905f-14df-47df-9958-0db93c20675f,ef59af18-780b-4f3f-b518-c020a3f76008,44,OFFLINE,PLANNED
cc014e70-3c17-41c3-aa48-a37439310591,2e6b1ed0-93b1-485f-ab53-180622d251e3,ad07d73c-e291-486b-b9a2-9bb35431f855,bcd3cbae-23bc-48d4-9ede-d42e22a5a3cd,19c88429-ca3a-4e68-b4f8-fab1adf20ac0,56,OFFLINE,PLANNED
8c8c1d9c-1c63-41e8-a524-e8e330171c60,ce517a16-48a8-484d-a132-15975fb4c81f,633cf081-0411-4927-af1f-adf3757df829,c1ede5f6-08a7-4067-8851-f6e76dfb0764,fdf5e9b3-106d-4471-914c-2869ff96e55a,54,OFFLINE,PLANNED
b73970cf-aee7-4368-9cbd-f561c25a701f,6f8b61e9-d966-456b-b8cf-2f34188c7c12,ad07d73c-e291-486b-b9a2-9bb35431f855,1d43665c-bf30-45d8-bd03-c4bceee56c1d,ef59af18-780b-4f3f-b518-c020a3f76008,61,OFFLINE,PLANNED
c6031f67-d89a-40a9-9fa0-4d16dca19e2a,46199053-de4e-49f2-a6e1-7cf4fe04d2af,633cf081-0411-4927-af1f-adf3757df829,fe786381-3ea2-4ef0-896e-cbb5a60b01c9,fdf5e9b3-106d-4471-914c-2869ff96e55a,57,OFFLINE,PLANNED
fabce44f-e50d-4896-b22f-dbf5e73a9e4d,0489e37d-babe-44d9-a1a2-00bfd108be27,ad07d73c-e291-486b-b9a2-9bb35431f855,3a095aa7-09f9-4b1f-a100-0e5b6108ba0f,b2a014e0-16d2-48bc-89bd-1e8222a90bac,50,OFFLINE,PLANNED
818d73ac-42d7-41e3-b65a-d9e600823f97,5ab60394-f9a5-453a-bb0c-d046bfc7fd0a,633cf081-0411-4927-af1f-adf3757df829,aafda9eb-d10b-40b9-8363-57f0ad57b11a,19c88429-ca3a-4e68-b4f8-fab1adf20ac0,46,OFFLINE,PLANNED
05d68ed5-7f83-46df-9cad-98e06112a706,ad89c082-1950-4fb5-b634-1c9ede9ea00a,ad07d73c-e291-486b-b9a2-9bb35431f855,49f67b4d-0bf0-4aca-8fad-316114afbf51,ae83cb7c-7899-472d-9264-79cf285ee703,63,OFFLINE,PLANNED
924d8e17-dc8b-4029-8158-9007adc9b4ac,d53ad329-b3b0-4a87-adb9-a55873045d47,633cf081-0411-4927-af1f-adf3757df829,3801bc10-6edd-4c40-956b-ca0c06016707,b2a014e0-16d2-48bc-89bd-1e8222a90bac,63,OFFLINE,PLANNED
ee88b2e1-de38-41dd-85a9-3bc72312db66,4c7d23de-b37e-4323-8dfa-c51b2ff729c3,ad07d73c-e291-486b-b9a2-9bb35431f855,83604044-2bae-400d-ae22-be4a79285cd9,fdf5e9b3-106d-4471-914c-2869ff96e55a,58,OFFLINE,PLANNED
8003c744-8739-4748-8651-433336775001,43f25cc9-c334-44f5-a452-cf9873fed19c,633cf081-0411-4927-af1f-adf3757df829,7e17edde-abdf-4fd5-8d74-ac625a0d0ed3,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,58,OFFLINE,PLANNED
cd9bfcdd-717b-4860-90b1-519ee605d515,057ca872-2a0e-4b99-8867-955d3b25d2bf,ad07d73c-e291-486b-b9a2-9bb35431f855,b0fce1d3-35db-4983-be70-4644b3fbfc42,ef59af18-780b-4f3f-b518-c020a3f76008,56,OFFLINE,PLANNED
edf435dc-3dfe-4fc7-817d-1126f5b874de,54149fa1-ecfe-4269-bcf1-63298de5ef42,633cf081-0411-4927-af1f-adf3757df829,6826f6e7-ef52-440a-9941-25af3e64054c,b2a014e0-16d2-48bc-89bd-1e8222a90bac,44,ONLINE,PLANNED
4239e4ec-f1ae-443b-a635-5dd50ddfb5a7,d17fc518-7215-4dc1-bd9d-0e907368ab33,ad07d73c-e291-486b-b9a2-9bb35431f855,4324602a-de30-49be-885f-eab8a493123f,b2a014e0-16d2-48bc-89bd-1e8222a90bac,61,HYBRID,PLANNED
c283ab0f-2894-42f0-b51b-534825e9ffbf,aa345ad5-7c3e-48bc-a0b7-9b1879836613,633cf081-0411-4927-af1f-adf3757df829,d794b2c9-ffad-46f4-96ef-5449b4ca362a,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,42,OFFLINE,PLANNED
d778c474-30d3-48dc-9c1e-3751c34a215c,e6122e8d-5531-4c4e-ad27-4ffb46721691,ad07d73c-e291-486b-b9a2-9bb35431f855,0f4a12eb-6f52-4ae8-a31b-bc17f69c5383,ef59af18-780b-4f3f-b518-c020a3f76008,51,OFFLINE,PLANNED
4a49d6e2-ddd3-4243-b3cf-f43e7bf3ad27,39f16198-9a69-46d5-9d3e-1defc774f53e,633cf081-0411-4927-af1f-adf3757df829,fbb2c25f-7b8c-4eed-9a92-2b29764c0b0b,fdf5e9b3-106d-4471-914c-2869ff96e55a,53,OFFLINE,PLANNED
559aab07-0e13-4123-83e1-ccc0e7243357,af5920e4-3db0-4451-be0c-225861786b85,ad07d73c-e291-486b-b9a2-9bb35431f855,10e3e2bb-2852-4bc6-ba2f-bb7dfd986167,19c88429-ca3a-4e68-b4f8-fab1adf20ac0,40,HYBRID,PLANNED
9445e668-f3a9-44d9-85fe-ac1df1f2eb79,535d4d54-6e24-44a7-9fb3-41151d8719f8,633cf081-0411-4927-af1f-adf3757df829,564c11bf-9fdc-4d2b-a59e-56eddb11791c,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,66,OFFLINE,PLANNED
db868fd3-5ce0-44f5-afff-82772508f17f,50da8b48-fc55-4dff-b492-6978f319fcd6,ad07d73c-e291-486b-b9a2-9bb35431f855,b24d097c-37f2-4d89-ada9-17d2ef4b8efb,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,45,ONLINE,PLANNED
bcc5de5c-0468-439d-9869-6f0ea6c677e4,024ef432-ca72-4c2a-9aca-0ed197538a05,633cf081-0411-4927-af1f-adf3757df829,1df0455c-50de-4aa7-9dae-a2dba52307e6,5b546b83-b432-4d59-8ee9-cf751aed229c,54,OFFLINE,PLANNED
ea3d3405-0c33-4864-9c77-fa671d8cf003,31135ebb-b018-4c15-949b-96449d5fbdfc,ad07d73c-e291-486b-b9a2-9bb35431f855,84e5d988-41d8-4b46-b5c7-8ae86ead7a5d,12d9179d-8246-4f9f-b8b0-fd85d0be1665,41,HYBRID,PLANNED
0afdb242-c960-4483-adc3-459717b94616,dba89c6c-5e8d-4c1d-9d92-019bcdf3b86f,633cf081-0411-4927-af1f-adf3757df829,1bbab8fb-4227-4394-bb67-e26fd4a2d2a0,5b546b83-b432-4d59-8ee9-cf751aed229c,46,OFFLINE,PLANNED
72e1b90f-de10-495f-a746-63f172e4d368,ef750dab-b64b-43bb-acb2-ea5e6eece7bd,ad07d73c-e291-486b-b9a2-9bb35431f855,98175de2-745f-4784-b3bb-b6c97992a7d0,b2a014e0-16d2-48bc-89bd-1e8222a90bac,44,OFFLINE,PLANNED
39c5d156-b142-4462-8a00-c4d4a9a66066,6be95699-e258-4fd1-a5c2-8ab3ee50b425,633cf081-0411-4927-af1f-adf3757df829,5368577a-7230-4629-85dc-f55a5e3e9030,5b546b83-b432-4d59-8ee9-cf751aed229c,42,HYBRID,PLANNED
bd9b25a8-4a23-4452-a638-9103d0a8ed9b,aedfe266-1d87-459e-a140-2f63ecf57154,ad07d73c-e291-486b-b9a2-9bb35431f855,1e94e487-a938-4a2a-858d-fe917ae85cad,b2a014e0-16d2-48bc-89bd-1e8222a90bac,48,OFFLINE,PLANNED
e4f866d9-0e1f-409a-b3a5-e5d1ac569b58,4fdcb08b-e7c1-48fa-9089-107eb3dab36d,633cf081-0411-4927-af1f-adf3757df829,45fbf98c-d180-46b2-8f5a-9f3af42654c4,12d9179d-8246-4f9f-b8b0-fd85d0be1665,59,OFFLINE,PLANNED
b13fb45a-232f-452d-ae32-f2db268551ec,53124243-6380-4ad6-8da4-8d6af25458ec,ad07d73c-e291-486b-b9a2-9bb35431f855,fbf54106-4242-4509-841f-ac2ac8926c28,19c88429-ca3a-4e68-b4f8-fab1adf20ac0,46,OFFLINE,PLANNED
7d7393a1-b0cd-4d3b-bf9a-ec7cea565914,a19f0337-cb94-4321-a3b7-e2356883f934,633cf081-0411-4927-af1f-adf3757df829,a2ece418-8116-4226-a250-723cbe94052f,ae83cb7c-7899-472d-9264-79cf285ee703,48,OFFLINE,PLANNED
ced23f4e-0bc4-4ec9-aba9-fc9300da01e7,f2faf303-4dad-4ed2-beac-838a75ef3a69,ad07d73c-e291-486b-b9a2-9bb35431f855,eeadf3b3-9306-42fb-94d3-593324b5b555,ef59af18-780b-4f3f-b518-c020a3f76008,55,OFFLINE,PLANNED
6ac708fc-b185-48e9-8212-d944ec5e807f,286531d2-b701-4e57-8b8a-83eafe74f8df,633cf081-0411-4927-af1f-adf3757df829,1b12b5b9-0ba9-4764-89c2-24391ba7fac7,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,46,OFFLINE,PLANNED
34cf257f-478d-4d45-bd1d-a6ac38c60bba,4c7d23de-b37e-4323-8dfa-c51b2ff729c3,ad07d73c-e291-486b-b9a2-9bb35431f855,abf3bee2-17f2-43ac-86fc-e814c590e0a1,fdf5e9b3-106d-4471-914c-2869ff96e55a,40,HYBRID,PLANNED
eaec52b2-92b2-400c-9999-dc60bc6360e6,f5547684-a79c-4e04-ac42-1fb74fb6c267,633cf081-0411-4927-af1f-adf3757df829,967406ac-fd31-4e5b-a848-aee00cfaac0f,b2a014e0-16d2-48bc-89bd-1e8222a90bac,50,OFFLINE,PLANNED
98c490a9-44fb-4f46-a461-fdd966bb1ccd,e10c348d-2700-4e64-abde-9e66d97ea301,ad07d73c-e291-486b-b9a2-9bb35431f855,43448ae7-208c-4615-b05a-2af2e2d78f27,fdf5e9b3-106d-4471-914c-2869ff96e55a,45,OFFLINE,PLANNED
3a1f2dbd-73b2-425b-a5bd-acf0ec78afc9,a1b75fa9-bcac-4ef8-a78a-43c608d17d76,633cf081-0411-4927-af1f-adf3757df829,bc11cb71-6623-43a6-84f7-06b04668c1c1,ef59af18-780b-4f3f-b518-c020a3f76008,61,OFFLINE,PLANNED
70226f84-f5f5-48eb-92bb-d1f0045765c7,72fa9ee1-22bb-4a3f-a033-40999e5ba605,ad07d73c-e291-486b-b9a2-9bb35431f855,a76893ff-eaf8-4bf9-b1c1-27c30c40e8f9,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,58,OFFLINE,PLANNED
9166a239-105a-4785-ac9f-7056bdb66cc8,47dcb40f-8d9a-4603-a473-64930a4f5b67,633cf081-0411-4927-af1f-adf3757df829,5841f8a6-311b-46d2-8478-915e1d17e512,b2a014e0-16d2-48bc-89bd-1e8222a90bac,46,HYBRID,PLANNED
7ef68564-22be-4539-b4d7-61c20ec8c35a,a1b75fa9-bcac-4ef8-a78a-43c608d17d76,ad07d73c-e291-486b-b9a2-9bb35431f855,f90fa432-9b32-4546-94f7-6acec4e479cf,ef59af18-780b-4f3f-b518-c020a3f76008,41,OFFLINE,PLANNED
78832359-cd0a-41a5-9c63-ec8f141cf5c1,4034deb7-22f5-443e-9679-de4f3f3cf17d,633cf081-0411-4927-af1f-adf3757df829,212ade4c-8a64-4465-a30f-3e4cb44907e2,5b546b83-b432-4d59-8ee9-cf751aed229c,57,OFFLINE,PLANNED
b1f87711-1761-4723-9b6e-46ad6ed7ba90,4525939e-36fa-4a0a-98a1-d5a48de05a3c,ad07d73c-e291-486b-b9a2-9bb35431f855,3c6f1068-a479-4407-8471-f8a20e8e0e35,ae83cb7c-7899-472d-9264-79cf285ee703,50,OFFLINE,PLANNED
96f9ce24-a296-4816-b0ef-ee8275912765,7be9f0a8-de55-4ebd-a7de-18ba2bb9810f,633cf081-0411-4927-af1f-adf3757df829,0b883bae-8370-4ca0-8798-042e5939851d,ef59af18-780b-4f3f-b518-c020a3f76008,56,OFFLINE,PLANNED
c5e80187-9018-48ef-9455-c727ec6093bf,dfea934a-352f-4ac4-b9a7-ce341c308926,ad07d73c-e291-486b-b9a2-9bb35431f855,a20a1202-977e-4dfb-a976-ec8180b660d5,ae83cb7c-7899-472d-9264-79cf285ee703,56,OFFLINE,PLANNED
6f786c76-89e3-4aba-aeb9-9683704dca67,fe30b708-fb7c-4203-9b56-7d9982e7e511,633cf081-0411-4927-af1f-adf3757df829,7290034f-ca86-4350-aa4d-a0666a617ade,12d9179d-8246-4f9f-b8b0-fd85d0be1665,43,OFFLINE,PLANNED
0c1b602d-0e47-4804-a8ba-054e50ba4e10,a5c82225-c24f-4593-9efd-680cfff74d4c,ad07d73c-e291-486b-b9a2-9bb35431f855,d31b262b-1478-41b1-ad25-223e5ddfed48,5b546b83-b432-4d59-8ee9-cf751aed229c,54,OFFLINE,PLANNED
6e5ad4a3-cf70-410d-a0fb-27704ab77b55,54149fa1-ecfe-4269-bcf1-63298de5ef42,633cf081-0411-4927-af1f-adf3757df829,053d1e11-4e50-408d-9476-78766604e425,b2a014e0-16d2-48bc-89bd-1e8222a90bac,60,OFFLINE,PLANNED
de39b0b4-dd93-4759-882b-578c23dbc09b,dd445267-de22-4373-b630-0cd8e758195a,ad07d73c-e291-486b-b9a2-9bb35431f855,6f9cbeeb-23a3-44d3-8eb9-7487d32e8d8f,435ce33d-8826-4cae-a0ba-9cfc5ebd4a6f,42,OFFLINE,PLANNED
24a52243-b5ec-4677-ac5c-5a19763b85e2,9f94b1a1-b7f5-4df4-9f54-faecef1457bd,633cf081-0411-4927-af1f-adf3757df829,d0938cd9-69c7-49ae-b29d-891d79127385,ef59af18-780b-4f3f-b518-c020a3f76008,55,OFFLINE,PLANNED
b46910a8-7a01-4439-aafa-ae56ab2f4dad,e111af28-5a83-439c-815f-fbcd3dbe5875,ad07d73c-e291-486b-b9a2-9bb35431f855,d8dd37fb-2c19-4635-84ba-a3cfed7200fc,b2a014e0-16d2-48bc-89bd-1e8222a90bac,57,OFFLINE,PLANNED
390b557b-9858-4394-815a-4882fe4911fa,1c4795c8-e0b1-4142-9ab1-6e8d94236c0c,633cf081-0411-4927-af1f-adf3757df829,ecfbcee6-54c2-46c4-8440-62f63d11c03c,12d9179d-8246-4f9f-b8b0-fd85d0be1665,45,OFFLINE,PLANNED
