faculty_expertise_id,faculty_id,area,proficiency,evidence_source
ae9f6cae-e0b9-4dbe-8972-352281f71a7d,c66f8544-6101-4f8a-aa52-dd49bd38abea,Embedded Systems,2,QUALIFICATION
f3e221ee-e74d-4f57-8a28-dd0b5fd15bb9,c66f8544-6101-4f8a-aa52-dd49bd38abea,Management,4,DECLARED
51d0bdfb-76bb-408d-b944-95f16bc721bc,c66f8544-6101-4f8a-aa52-dd49bd38abea,Control Systems,3,PUBLICATION
b757b06c-24cf-463a-8f14-2268e4297ed3,c66f8544-6101-4f8a-aa52-dd49bd38abea,AI,2,QUALIFICATION
92eb94ac-4025-427e-a5de-6c543437effa,c66f8544-6101-4f8a-aa52-dd49bd38abea,NLP,4,QUALIFICATION
bec63a91-93ce-488d-b7a9-f37121da27f3,86949b3a-49f5-4b0b-ae37-ceddc96d3085,VLSI,3,TEACHING_HISTORY
84a06839-e584-424c-9341-db15999ac161,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Power Systems,3,CERTIFICATION
5941b122-6ba8-4328-8c45-ff5f0c951332,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Cyber Security,4,QUALIFICATION
2a2ea9a1-2cd9-4cb6-8f51-6aa2e5660563,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Management,3,PUBLICATION
6bd1b1ea-d782-4203-92bc-b94221d2666a,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Business Analytics,5,TEACHING_HISTORY
eed71680-db12-4bd8-810a-f6ffe021d130,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Databases,2,PUBLICATION
131f1981-64ef-4f4d-836c-f315e118b1b1,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Deep Learning,2,CERTIFICATION
df4f8e14-c38e-41ce-84ae-6806289d129c,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Cloud Computing,3,QUALIFICATION
691f1bc9-f31f-4e05-88db-30513e169a69,86949b3a-49f5-4b0b-ae37-ceddc96d3085,Computer Vision,5,TEACHING_HISTORY
3b7b33e1-649d-4b9f-b6e3-66ce5f8e725d,2498ec87-c73e-4151-81fa-377a619dbdce,Thermodynamics,2,QUALIFICATION
dc5c36e0-52af-4838-a3ab-5f2bb43184e9,2498ec87-c73e-4151-81fa-377a619dbdce,Power Systems,4,DECLARED
92ec829d-833a-4a9f-9a32-c8c37c746ee2,2498ec87-c73e-4151-81fa-377a619dbdce,Management,4,QUALIFICATION
d34378ed-6e9e-46bc-bbbf-e9b874c31fcf,2498ec87-c73e-4151-81fa-377a619dbdce,Business Analytics,4,QUALIFICATION
7151724b-0694-4282-b5d9-ade83d04167c,2498ec87-c73e-4151-81fa-377a619dbdce,Control Systems,5,TEACHING_HISTORY
1ebcf9b2-aad8-48bc-9868-fd207f99fa0c,2498ec87-c73e-4151-81fa-377a619dbdce,Deep Learning,5,TEACHING_HISTORY
64aaf016-1b3c-4a50-9b45-bd166388bd62,2498ec87-c73e-4151-81fa-377a619dbdce,Databases,2,TEACHING_HISTORY
8fd246c9-cf6f-4a80-866a-41342f403154,2498ec87-c73e-4151-81fa-377a619dbdce,Data Structures,2,PUBLICATION
c7adf216-5630-417c-8786-6de2265d13d4,2498ec87-c73e-4151-81fa-377a619dbdce,NLP,4,TEACHING_HISTORY
e26592b0-95d3-409c-8686-7ab291af5b5a,69253bea-440f-4ffd-b887-4510628795b3,Control Systems,3,PUBLICATION
03e68635-d876-4d92-85c3-1b4b371acf7a,69253bea-440f-4ffd-b887-4510628795b3,Structural Engineering,2,CERTIFICATION
185278ee-0fb1-4796-8b36-ab671e80be7b,69253bea-440f-4ffd-b887-4510628795b3,Machine Learning,4,PUBLICATION
557edfc8-2a46-4518-9aba-aafd17a5a7b9,69253bea-440f-4ffd-b887-4510628795b3,Power Systems,2,CERTIFICATION
cf174175-e6a1-4425-8aa9-9e2221c6708e,69253bea-440f-4ffd-b887-4510628795b3,Networks,2,QUALIFICATION
eed379cb-f3ce-439f-935c-0f5160890681,6f670abb-3fb4-433b-8dd4-885639979659,Business Analytics,3,QUALIFICATION
dd9039ff-9af1-4f81-b79a-d5071aececcb,6f670abb-3fb4-433b-8dd4-885639979659,Embedded Systems,2,TEACHING_HISTORY
fec96629-b2cb-4fde-b98b-63e111c5bbb4,6f670abb-3fb4-433b-8dd4-885639979659,Power Systems,4,TEACHING_HISTORY
2cf538eb-d082-4a8b-a07b-2b1fa22ffc6b,6f670abb-3fb4-433b-8dd4-885639979659,AI,4,TEACHING_HISTORY
e82fbf8a-9d3d-4683-a099-ba3bf3ab1a26,6f670abb-3fb4-433b-8dd4-885639979659,Cyber Security,3,PUBLICATION
212dd714-0ced-4f16-823b-61da0a61fe36,6f670abb-3fb4-433b-8dd4-885639979659,VLSI,4,PUBLICATION
1fc4ed97-ba61-4754-a626-ab48453a6519,3b983815-8c39-4927-b404-4826cb3eb559,Computer Vision,3,QUALIFICATION
81920d56-9e22-4cb9-927e-cb7458190cd1,3b983815-8c39-4927-b404-4826cb3eb559,CAD/CAM,3,QUALIFICATION
18842c22-a8e3-4696-b403-15a0f2a52586,3b983815-8c39-4927-b404-4826cb3eb559,Networks,4,QUALIFICATION
adbd05c1-162b-4999-8c14-d0d36e376ca1,3b983815-8c39-4927-b404-4826cb3eb559,Cyber Security,5,CERTIFICATION
87921a26-4960-4739-b3bf-789843d2d044,3b983815-8c39-4927-b404-4826cb3eb559,Power Systems,3,TEACHING_HISTORY
1bdd9c4e-19bd-4fcb-a86c-e9c7e3da9dc3,3b983815-8c39-4927-b404-4826cb3eb559,Control Systems,4,CERTIFICATION
46a6acd6-704d-4075-a0a9-501d66147eae,3b983815-8c39-4927-b404-4826cb3eb559,Programming,5,CERTIFICATION
12918930-1a6e-49fd-b670-6008209bba52,3b983815-8c39-4927-b404-4826cb3eb559,Business Analytics,2,DECLARED
4937cef8-c9e1-42b6-85c7-cc7f2fd6848b,3b983815-8c39-4927-b404-4826cb3eb559,Cloud Computing,5,TEACHING_HISTORY
7425ebd8-9290-4cf6-96b6-25fa3733b4bb,ddd1354f-c105-4e99-802e-e2a897d758ee,Computer Vision,5,PUBLICATION
ee650947-1181-489b-adcc-c47025e50cf0,ddd1354f-c105-4e99-802e-e2a897d758ee,Embedded Systems,2,TEACHING_HISTORY
a1e54c97-e89b-41f8-b890-f2e2e511d537,ddd1354f-c105-4e99-802e-e2a897d758ee,Control Systems,5,QUALIFICATION
83e48ca0-9a26-4b81-9c11-7e3e0a3ea076,ddd1354f-c105-4e99-802e-e2a897d758ee,Thermodynamics,5,QUALIFICATION
2129d0b2-3b62-4558-9de4-87c14c862237,ddd1354f-c105-4e99-802e-e2a897d758ee,Cloud Computing,5,PUBLICATION
a06507fe-be1a-45e8-b9f9-e5ab4557cc49,ddd1354f-c105-4e99-802e-e2a897d758ee,NLP,4,PUBLICATION
4462fff9-8701-40c4-8fe7-8e953bf3860d,ddd1354f-c105-4e99-802e-e2a897d758ee,Programming,4,TEACHING_HISTORY
7e8b5048-9bbf-4c7f-9600-451bcb24b83e,ddd1354f-c105-4e99-802e-e2a897d758ee,VLSI,3,TEACHING_HISTORY
cdbb0c8d-843f-40ec-ad03-436aae2c6861,ddd1354f-c105-4e99-802e-e2a897d758ee,Business Analytics,5,PUBLICATION
0c1e324c-565e-47de-b8fd-32919d6ecebf,ddd1354f-c105-4e99-802e-e2a897d758ee,Data Structures,2,DECLARED
ed298264-cb21-4b0c-9cd5-a1ce2adfd96e,78218427-5200-4582-b496-570953bd0ef3,Control Systems,5,DECLARED
95d877e1-4f32-440c-9444-4c1ada5124a7,78218427-5200-4582-b496-570953bd0ef3,Programming,5,QUALIFICATION
7764af36-6012-4775-83f7-dd11f22c1aa9,78218427-5200-4582-b496-570953bd0ef3,Networks,3,PUBLICATION
7a5fb747-3d53-4b56-a5fe-4333d526bf67,78218427-5200-4582-b496-570953bd0ef3,AI,3,PUBLICATION
9c058d53-e9f9-48cc-a8c6-83af76931b2b,78218427-5200-4582-b496-570953bd0ef3,Management,2,PUBLICATION
7963b444-1507-4771-a434-6e834279997b,4772cd53-a67a-436f-a0c4-0e8e7f050a17,Databases,3,CERTIFICATION
34425458-fb49-44da-9188-24ad6171e1c5,4772cd53-a67a-436f-a0c4-0e8e7f050a17,Embedded Systems,2,DECLARED
6a8998e2-36fa-47cb-bd11-300337138fa0,4772cd53-a67a-436f-a0c4-0e8e7f050a17,AI,2,QUALIFICATION
7704030d-0ce3-45da-a0e7-fae92c50230a,4772cd53-a67a-436f-a0c4-0e8e7f050a17,Data Structures,5,DECLARED
0aac2741-8e7c-4fbe-8a6a-896aef6fde36,4772cd53-a67a-436f-a0c4-0e8e7f050a17,VLSI,3,TEACHING_HISTORY
e3f7dda9-28e9-444d-8c0b-9ad3ec7cb685,4772cd53-a67a-436f-a0c4-0e8e7f050a17,Cloud Computing,3,TEACHING_HISTORY
108c2379-4e72-4242-9012-055c8be52397,4772cd53-a67a-436f-a0c4-0e8e7f050a17,Cyber Security,5,DECLARED
35569ce1-1cee-4941-b357-85876f46867a,e519c351-88d1-4a46-b8a1-f4a93c933d2a,Cloud Computing,2,QUALIFICATION
269528c1-e0ca-4137-bf68-1f1080647f03,e519c351-88d1-4a46-b8a1-f4a93c933d2a,Networks,5,DECLARED
ae299709-24c8-4509-8572-3ee61be65e3f,e519c351-88d1-4a46-b8a1-f4a93c933d2a,Power Systems,2,DECLARED
25b3f613-1f0e-4886-abd9-e2b0dcb146c3,e519c351-88d1-4a46-b8a1-f4a93c933d2a,Cyber Security,4,PUBLICATION
ca27941c-51c9-4b96-bf8d-cbaf3a48ccf4,e519c351-88d1-4a46-b8a1-f4a93c933d2a,Thermodynamics,4,QUALIFICATION
42184a72-c0bc-420d-9f25-aa9ff48776a3,f8668f95-f719-48e1-80b1-607c95706dd8,Cyber Security,5,PUBLICATION
9f8d9883-5a30-41ac-8aa1-655bbbfcefb0,f8668f95-f719-48e1-80b1-607c95706dd8,Management,3,QUALIFICATION
c8aee389-0429-4e68-ad82-8c7801f54e4b,f8668f95-f719-48e1-80b1-607c95706dd8,Databases,5,TEACHING_HISTORY
787ade20-baaf-4256-90e8-d510719a5f6a,f8668f95-f719-48e1-80b1-607c95706dd8,CAD/CAM,5,QUALIFICATION
2ca349a4-7ff9-4a04-aa8d-51fa26efb956,f8668f95-f719-48e1-80b1-607c95706dd8,Programming,2,DECLARED
e93cde10-3fd4-4330-b260-7c5ba7e44ae3,f8668f95-f719-48e1-80b1-607c95706dd8,NLP,3,DECLARED
478b06d1-6ad9-44a8-bf9c-1489cd7cf007,f8668f95-f719-48e1-80b1-607c95706dd8,Cloud Computing,5,PUBLICATION
17ff0407-5307-4d40-a0a6-fb3a9d6982e2,f8668f95-f719-48e1-80b1-607c95706dd8,Structural Engineering,5,PUBLICATION
522cf3c5-3d4e-44a4-9b8e-9f440c7e756b,67e42c51-3052-4a80-bbca-ce645719933d,Deep Learning,2,PUBLICATION
fa2e1d2a-8875-4530-8abd-26ee3332b08a,67e42c51-3052-4a80-bbca-ce645719933d,Computer Vision,3,TEACHING_HISTORY
61e52716-d91e-42ce-9f69-f7380386f52d,67e42c51-3052-4a80-bbca-ce645719933d,Databases,3,CERTIFICATION
09f702d8-5292-4355-9730-e264270f53d2,67e42c51-3052-4a80-bbca-ce645719933d,Management,4,DECLARED
1c2e3654-538d-458f-8cc7-7798659a000b,67e42c51-3052-4a80-bbca-ce645719933d,NLP,3,CERTIFICATION
c1e4ab51-cc73-4454-bdfc-eabbc1f45a2a,67e42c51-3052-4a80-bbca-ce645719933d,VLSI,5,DECLARED
364f85d0-b981-4683-80fe-7c6aa52b04ee,8e75216d-8d57-4427-b7c3-2c6da233758a,Thermodynamics,4,QUALIFICATION
4932e66d-ee99-4b21-9a17-7946aecc72bc,8e75216d-8d57-4427-b7c3-2c6da233758a,Databases,5,TEACHING_HISTORY
66255d3e-5780-425f-bfd6-abb6b7627e1d,8e75216d-8d57-4427-b7c3-2c6da233758a,CAD/CAM,5,PUBLICATION
eb3d603a-8e8a-4b74-bfa9-985fc9f4da52,8e75216d-8d57-4427-b7c3-2c6da233758a,Programming,3,CERTIFICATION
f486f531-55fa-473f-9e05-efb71658f399,8e75216d-8d57-4427-b7c3-2c6da233758a,Embedded Systems,2,DECLARED
711802b9-8543-41bb-8b4e-6abe1635ce81,8e75216d-8d57-4427-b7c3-2c6da233758a,Control Systems,2,DECLARED
a7131b0a-d910-4c01-8c67-1a8f7f025932,d77225ff-6183-4c01-aab5-14f3b76f698d,Machine Learning,5,CERTIFICATION
cff92c40-cb34-4649-8eed-219a123d4c43,d77225ff-6183-4c01-aab5-14f3b76f698d,Data Structures,5,DECLARED
fbeeb920-5ea3-4e6b-b468-6b9853534c3d,d77225ff-6183-4c01-aab5-14f3b76f698d,Business Analytics,3,PUBLICATION
c38f3df0-3c67-40d0-a750-1f606b14f080,d77225ff-6183-4c01-aab5-14f3b76f698d,VLSI,2,PUBLICATION
8a6d5a5b-9c3b-4e41-accd-66ed5cab638f,d77225ff-6183-4c01-aab5-14f3b76f698d,NLP,2,TEACHING_HISTORY
985d31e3-f1c5-4024-b0ff-17b35fe815e6,d77225ff-6183-4c01-aab5-14f3b76f698d,Cloud Computing,3,QUALIFICATION
c204e2cd-b5ef-4d2c-8f34-a91842f89d6f,d77225ff-6183-4c01-aab5-14f3b76f698d,Embedded Systems,4,CERTIFICATION
31831361-dcd1-48b1-9f89-bfebae9feff4,0faad99d-ba38-444b-84d4-161a8a992292,Databases,5,TEACHING_HISTORY
0561af25-624f-464a-a8c8-42258813fcc2,0faad99d-ba38-444b-84d4-161a8a992292,NLP,2,PUBLICATION
87d0d5d1-5590-405a-b5e5-7db3d540b56a,0faad99d-ba38-444b-84d4-161a8a992292,Power Systems,3,DECLARED
2d43aaba-90dc-4160-b53d-11ed58a099d1,0faad99d-ba38-444b-84d4-161a8a992292,Deep Learning,2,QUALIFICATION
2a917060-4c9f-4d92-bcbb-9aa72e40f94d,0faad99d-ba38-444b-84d4-161a8a992292,Data Structures,2,QUALIFICATION
8ed6a74c-994d-4210-8e35-eb3a6029bee2,0faad99d-ba38-444b-84d4-161a8a992292,Networks,5,PUBLICATION
f996471e-9fed-4b58-ab94-94dbf25e603d,0faad99d-ba38-444b-84d4-161a8a992292,Thermodynamics,4,QUALIFICATION
143a79d7-c3f0-44b0-aeef-4531d1f8afc5,0faad99d-ba38-444b-84d4-161a8a992292,Machine Learning,4,QUALIFICATION
cfa0c536-04a6-4446-831f-10918286c475,0faad99d-ba38-444b-84d4-161a8a992292,Structural Engineering,4,DECLARED
8092757f-6c87-4906-a1d5-a531b326573d,d2139723-6646-49bf-81b5-f8ade276e3d2,Cloud Computing,4,TEACHING_HISTORY
7ec194e1-cc75-47d2-ada7-592d085f8081,d2139723-6646-49bf-81b5-f8ade276e3d2,Power Systems,2,CERTIFICATION
97b95bde-d28b-462c-a69b-d14c0de149d3,d2139723-6646-49bf-81b5-f8ade276e3d2,Computer Vision,5,TEACHING_HISTORY
2517f390-adfc-4cb8-adec-3ff8af116713,d2139723-6646-49bf-81b5-f8ade276e3d2,CAD/CAM,4,DECLARED
3cd794e3-9849-45ce-8c5e-d26db3c388e3,d2139723-6646-49bf-81b5-f8ade276e3d2,Databases,5,TEACHING_HISTORY
4d7799bb-bfaa-49b3-90d0-64ecfedf8cce,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,Embedded Systems,2,DECLARED
c59c7530-4b3a-4acf-9c5f-f570d30dec43,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,AI,2,QUALIFICATION
0456e5fc-6bc1-4e0c-9a08-b5e95bb0a784,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,Computer Vision,2,CERTIFICATION
e7c6d504-e9cb-4216-863b-16e145e8e112,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,Networks,4,CERTIFICATION
0a4d04be-1f33-466e-ba6f-14a22426ab13,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,CAD/CAM,3,QUALIFICATION
d375b06e-8f5e-4bd6-85b4-63b6817d22f6,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,Thermodynamics,2,TEACHING_HISTORY
ff606d9e-4e95-4f68-ad5f-b0856dad05f7,890dba08-cefb-40bb-80ae-da494f22ee6f,Power Systems,4,DECLARED
7afba645-c20b-433f-9dd0-27384af7e4c4,890dba08-cefb-40bb-80ae-da494f22ee6f,Deep Learning,2,QUALIFICATION
bc8dc2c7-5eb2-4f53-93d4-4c96c2039b24,890dba08-cefb-40bb-80ae-da494f22ee6f,Cloud Computing,3,TEACHING_HISTORY
bb317d95-6ea2-4dc8-8faf-c4a1382e92c0,890dba08-cefb-40bb-80ae-da494f22ee6f,Business Analytics,2,CERTIFICATION
a516b2a3-d569-417f-b0ba-775ca8ea2454,890dba08-cefb-40bb-80ae-da494f22ee6f,Management,2,CERTIFICATION
f7dad8df-14ba-4ff9-b7ef-43167a119e9d,890dba08-cefb-40bb-80ae-da494f22ee6f,Control Systems,4,PUBLICATION
af9659d5-1429-46bf-b08d-69bd560807c4,890dba08-cefb-40bb-80ae-da494f22ee6f,Embedded Systems,4,DECLARED
2056eb77-bc86-44ea-9668-d8ed96ed54bb,890dba08-cefb-40bb-80ae-da494f22ee6f,AI,5,DECLARED
1f1f049c-a136-4054-bce6-a043bf494955,890dba08-cefb-40bb-80ae-da494f22ee6f,Cyber Security,4,QUALIFICATION
499b598b-fb00-4ff3-a412-2fbc52cd2c50,890dba08-cefb-40bb-80ae-da494f22ee6f,Data Structures,4,TEACHING_HISTORY
d2a98a3a-cf29-4196-9ccf-5429493dd849,d9fd526f-d607-411b-b5f8-2d2b1a09d402,Management,3,TEACHING_HISTORY
c805ca05-07ac-487b-b18b-9f0e2227df01,d9fd526f-d607-411b-b5f8-2d2b1a09d402,Deep Learning,3,QUALIFICATION
6a026a86-552d-4ec0-aeda-7444483d9fe2,d9fd526f-d607-411b-b5f8-2d2b1a09d402,Control Systems,2,CERTIFICATION
5ba370f1-19d9-4a09-9fe5-78db9a25d1e0,d9fd526f-d607-411b-b5f8-2d2b1a09d402,Embedded Systems,2,QUALIFICATION
1ce0edc4-6c12-424f-9e33-7820aa720efa,d9fd526f-d607-411b-b5f8-2d2b1a09d402,Thermodynamics,4,DECLARED
ee6b2866-1745-4de3-84a3-df9a4002d77a,d9fd526f-d607-411b-b5f8-2d2b1a09d402,VLSI,4,DECLARED
a8f403a2-fff5-4195-beeb-b6bd61d3db93,d9fd526f-d607-411b-b5f8-2d2b1a09d402,Structural Engineering,5,PUBLICATION
66bb3cd4-af39-4880-8aa8-332f46145307,938aa101-13e6-4226-9586-9552f48a2920,Machine Learning,2,QUALIFICATION
b40199f2-36dd-48c8-aa16-8fd61b266542,938aa101-13e6-4226-9586-9552f48a2920,CAD/CAM,4,DECLARED
882e84b0-204c-4c83-afe2-0cab11fd940a,938aa101-13e6-4226-9586-9552f48a2920,Deep Learning,2,QUALIFICATION
1fe67993-5d87-44fc-bc91-e62a6f0e9f7f,938aa101-13e6-4226-9586-9552f48a2920,Power Systems,5,PUBLICATION
80a06563-0c3a-4302-8d2f-76493bd9543f,938aa101-13e6-4226-9586-9552f48a2920,Thermodynamics,5,DECLARED
2fffe9a3-7924-4176-b3f0-53bff59bbc83,e52105e3-8308-448b-8430-34f34d526f06,Networks,3,QUALIFICATION
5cd73950-5f84-4ffb-9f1a-022be6387ba9,e52105e3-8308-448b-8430-34f34d526f06,CAD/CAM,4,PUBLICATION
27722be5-59c2-43ec-9bab-2ac0f66737a8,e52105e3-8308-448b-8430-34f34d526f06,Cyber Security,4,CERTIFICATION
5a925d32-ce7f-4baf-86c1-eb0963839a0e,e52105e3-8308-448b-8430-34f34d526f06,VLSI,4,PUBLICATION
1cea9083-51dd-4f19-a88d-5aed127b2f43,e52105e3-8308-448b-8430-34f34d526f06,Databases,5,PUBLICATION
3e2634ed-12ff-47f2-a522-d7cbbaa286fb,e52105e3-8308-448b-8430-34f34d526f06,NLP,3,DECLARED
aad8701f-2a09-46ab-b308-791def446abe,e52105e3-8308-448b-8430-34f34d526f06,Control Systems,3,QUALIFICATION
d6378f6b-351e-474f-9a88-419f77d555dc,e52105e3-8308-448b-8430-34f34d526f06,Programming,2,QUALIFICATION
0c6ac504-4603-4a8f-845c-802234665bce,e52105e3-8308-448b-8430-34f34d526f06,Machine Learning,2,QUALIFICATION
79501c68-ed68-4b90-a13f-ed0510bd21b5,26dec2db-bd1c-4dc4-a270-21fd6db3802e,Control Systems,4,CERTIFICATION
3b10caf5-0d91-4d1c-9319-f12333671ac9,26dec2db-bd1c-4dc4-a270-21fd6db3802e,Cloud Computing,4,DECLARED
81d710cd-864a-4fee-bd7d-a78b24db9189,26dec2db-bd1c-4dc4-a270-21fd6db3802e,Power Systems,2,QUALIFICATION
b04c5c97-ecd0-47c4-839d-72502d08914f,26dec2db-bd1c-4dc4-a270-21fd6db3802e,Networks,4,TEACHING_HISTORY
66691bbb-5667-47b3-b038-4137b47bb82d,26dec2db-bd1c-4dc4-a270-21fd6db3802e,Embedded Systems,2,QUALIFICATION
47f94b29-5c46-4773-a922-34241dc74274,26dec2db-bd1c-4dc4-a270-21fd6db3802e,VLSI,4,QUALIFICATION
81e8f561-39d9-4a18-b67c-e207a19a6a08,26dec2db-bd1c-4dc4-a270-21fd6db3802e,CAD/CAM,2,QUALIFICATION
158c71d3-3da3-47db-8bae-5ddbc373b4d9,26dec2db-bd1c-4dc4-a270-21fd6db3802e,Deep Learning,4,CERTIFICATION
b7d28ddf-7934-40da-96f5-8f188d41ebda,b8cfe21d-f855-43fd-8286-d915ae35bd29,Data Structures,3,DECLARED
8d62cbdc-db36-4910-8ebe-e93322293946,b8cfe21d-f855-43fd-8286-d915ae35bd29,NLP,5,DECLARED
b5c39f19-7422-4971-9f7a-73d98a8858fb,b8cfe21d-f855-43fd-8286-d915ae35bd29,Computer Vision,3,DECLARED
e0710713-f850-4ec0-8cb0-12523001e529,b8cfe21d-f855-43fd-8286-d915ae35bd29,AI,2,DECLARED
fb77ea0c-05ff-42af-b8f6-17276548fc39,b8cfe21d-f855-43fd-8286-d915ae35bd29,Programming,3,QUALIFICATION
0a9fd1b3-d9e3-488e-be5c-45d5c578da6d,b8cfe21d-f855-43fd-8286-d915ae35bd29,Machine Learning,3,CERTIFICATION
7c1ec7b0-7c96-4d19-a42a-1bb0ad1d84d7,b8cfe21d-f855-43fd-8286-d915ae35bd29,Power Systems,4,DECLARED
81e812f8-d654-428d-9806-7173f8f9d8a8,b8cfe21d-f855-43fd-8286-d915ae35bd29,Deep Learning,4,DECLARED
28a10c6b-1f30-439a-b3f2-cd77b75f19e2,b8cfe21d-f855-43fd-8286-d915ae35bd29,Structural Engineering,2,DECLARED
6ae003a9-47c3-4b6b-a5e1-a180007036c6,a98e651a-a46e-4fe8-bd88-65ca7622ba05,Control Systems,5,DECLARED
bfaa2ae2-fde1-4bd2-9793-d393b53b39d9,a98e651a-a46e-4fe8-bd88-65ca7622ba05,Cyber Security,3,TEACHING_HISTORY
23b02c59-e037-4228-b7a9-fe72372b2649,a98e651a-a46e-4fe8-bd88-65ca7622ba05,Databases,5,CERTIFICATION
5813f91d-4823-460f-aa7b-1bc7078338a6,a98e651a-a46e-4fe8-bd88-65ca7622ba05,Cloud Computing,5,DECLARED
21e3eb43-47f1-4c7a-9dbf-e1a051127e1c,a98e651a-a46e-4fe8-bd88-65ca7622ba05,Networks,5,CERTIFICATION
495fdfda-f8d3-4dff-885c-55f3ad8f6ce9,a98e651a-a46e-4fe8-bd88-65ca7622ba05,Programming,3,PUBLICATION
68551b4a-7b79-4804-8b7c-85f830a92d0c,0e76fddc-2f93-47cf-9033-245c43ff044c,AI,3,PUBLICATION
