section_id,batch_id,code,year_of_study,strength,class_advisor_faculty_id,is_active
6b63429c-6e1e-43d1-b5d4-2a43b982a657,d0fce649-d431-421a-ab11-5aa6c7494963,C,1,53,60dc8f41-c409-4ab9-b235-a0d92766ff65,True
b116dc23-043b-4818-8828-5416bd8715ff,74805f00-9346-4c86-aebb-9b8baefb27de,A,4,59,3d794cc0-15c2-42b6-a2d4-054f6e69b6ca,True
0fbf6fb1-33b7-4057-ba5b-0890eefd42b4,74805f00-9346-4c86-aebb-9b8baefb27de,B,4,59,cb253835-b0d8-4bc9-9eb3-30b0958ff8c3,True
9281981b-b2fb-4927-a5af-aff5d54fef2c,74805f00-9346-4c86-aebb-9b8baefb27de,C,4,41,20467795-445f-43f8-bfdb-27c18620b08f,True
1093c0f4-3456-4155-9061-4e81fcc9c5bf,7e9e6253-9879-4f0d-9b8b-ee60db516d79,A,3,66,1f314dce-2088-4551-99f0-30368ccb28c5,True
f4060efd-189b-4135-a847-555348690267,7e9e6253-9879-4f0d-9b8b-ee60db516d79,B,3,69,4772cd53-a67a-436f-a0c4-0e8e7f050a17,True
8ecb81c2-3f9a-4a91-86be-1d6e78a4d179,7e9e6253-9879-4f0d-9b8b-ee60db516d79,C,3,46,b8cfe21d-f855-43fd-8286-d915ae35bd29,True
71a3b9fc-2332-4b8f-a01a-393e6bae1d32,971e0820-315b-46a0-bc24-9c441c21b993,A,2,64,780cf6aa-bc57-483c-8af8-6d344f0bc0b1,True
d1e9be3c-dc34-4ff2-8b53-0d3883e05699,971e0820-315b-46a0-bc24-9c441c21b993,B,2,36,2498ec87-c73e-4151-81fa-377a619dbdce,True
0c57f931-8c5c-4a8a-8c6b-921496dcb814,971e0820-315b-46a0-bc24-9c441c21b993,C,2,50,6d2b17a8-0ef2-4ecc-8a3e-add45d40fdbf,True
93ffce05-6de8-43cc-adff-0165e00c6ff4,b8f79540-650c-4b96-a5a1-09898ffd5994,A,1,54,207f693d-feba-4069-9025-ade398270178,True
f0a3ed0d-88bd-4ca4-9113-29f149c4dd8b,b8f79540-650c-4b96-a5a1-09898ffd5994,B,1,66,e1f8217a-e89f-4fae-aa02-50d47b0a205e,True
04e1db45-1417-4dbb-8191-b16a954069a1,b8f79540-650c-4b96-a5a1-09898ffd5994,C,1,45,1fed2e11-0764-4dbe-8f3d-f34815704a6d,True
c0946230-2d16-4add-b435-0866bdbd53ef,5bdca8ce-8f8c-4eea-85f9-33b2dcfd5c61,A,4,57,89f8985a-ed2d-40bd-a5c8-b8c8bcd4c157,True
63608f1e-094e-4e90-a279-b1601030e13a,5bdca8ce-8f8c-4eea-85f9-33b2dcfd5c61,B,4,54,4420ef58-4cde-4389-900e-ca6c85ea7355,True
03323657-25b9-4383-aff6-9b7bf5ebd267,5bdca8ce-8f8c-4eea-85f9-33b2dcfd5c61,C,4,67,388471d8-0568-4ffe-b9a0-8f31a43e2a99,True
602eb51f-b6ff-49c3-b37b-201ed6861e9d,aadff685-be08-4a28-85b2-913a0382cfd2,A,3,51,439ea462-87b5-4607-8824-43d17454eaf5,True
55eb674a-5b77-4573-8023-c4b31f702966,aadff685-be08-4a28-85b2-913a0382cfd2,B,3,59,e6d24698-f9a7-4f8a-b271-f540b20d1667,True
df60cc8c-5a27-47bb-ac4d-784023980d69,aadff685-be08-4a28-85b2-913a0382cfd2,C,3,36,780cf6aa-bc57-483c-8af8-6d344f0bc0b1,True
68265de5-9069-41af-8119-ada4ee08ffea,035c7304-9713-41a8-a3a5-1aa126b42a8c,A,2,49,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,True
4e048d7d-3525-466b-9259-3f3054973cfc,035c7304-9713-41a8-a3a5-1aa126b42a8c,B,2,56,6383dfa5-7cc7-451c-a627-50b522873fa0,True
66d580d8-ddcf-49cc-bec5-a785f41c656c,035c7304-9713-41a8-a3a5-1aa126b42a8c,C,2,60,fe0aa61e-e5c1-45b0-a5fc-1d69ce7c163a,True
8a18f75e-6fb9-4be6-83e6-474ff0acf72f,48c157ed-9e28-4d1b-87d4-ca3015653351,A,1,40,cf087fb7-1f74-4c4f-8fd4-b48709802386,True
e452216b-e7bb-49ad-84ed-d18e92bef8de,48c157ed-9e28-4d1b-87d4-ca3015653351,B,1,59,4ddeeb4c-8b27-429b-ab0e-7883c9e9fa92,True
bc2613a4-8594-4250-8080-3c96c9912d45,48c157ed-9e28-4d1b-87d4-ca3015653351,C,1,49,006384ab-06fe-44cb-9f94-7408c4312d48,True
389513bc-a811-4b63-8d8c-5b0cb97ba4c4,e38a4e8d-77eb-4cc3-8db2-551d2b6fd461,A,4,44,c01e831d-425d-469c-8d75-ef6bf20c0ac8,True
70d05fd9-28d5-4d26-bc75-bc79ff99a997,e38a4e8d-77eb-4cc3-8db2-551d2b6fd461,B,4,54,3bda7b80-40e6-4fbb-b16e-61cfb3043763,True
53fd1034-3a37-4d68-ba6c-8846ade15d27,e38a4e8d-77eb-4cc3-8db2-551d2b6fd461,C,4,56,e4f036ad-515f-46b1-9246-2e405419c90f,True
0dc098a5-c3f9-4f4c-bffd-3bac93adb85d,abbb8ccc-9497-439f-bb77-0bbe5375512c,A,3,43,a98e651a-a46e-4fe8-bd88-65ca7622ba05,True
172735d3-a09f-4849-9a3c-82a11cb365a1,abbb8ccc-9497-439f-bb77-0bbe5375512c,B,3,43,72c41658-2d9f-4aef-ac08-825b2a669554,True
db61b41c-11d4-49c5-927f-4d2697a4f7a9,abbb8ccc-9497-439f-bb77-0bbe5375512c,C,3,69,d050f760-41d5-4911-bc5d-05d522832a7e,True
4a5f20c5-1431-447b-a543-924c34d46078,95b488f7-0654-43bf-abf9-9bd2a391247a,A,2,43,0ec43808-f93f-4083-b00b-76222edfb0ae,True
8308e90a-5e34-4b6f-bc72-a6ec03f8bbcb,95b488f7-0654-43bf-abf9-9bd2a391247a,B,2,68,3bda7b80-40e6-4fbb-b16e-61cfb3043763,True
2bdb9337-cb13-4513-adcc-ccab86975894,95b488f7-0654-43bf-abf9-9bd2a391247a,C,2,43,14780ebd-6e48-42fc-bce3-805a4c01e74b,True
1377ac8a-25ce-4872-9993-6c9f3a8366b4,97436db5-98a4-4300-b068-51220d15ccf3,A,1,45,a1f8db23-b33a-47ba-8180-ec97221b827e,True
cf9f37fa-ec38-42ef-8926-baf452f6b5ed,97436db5-98a4-4300-b068-51220d15ccf3,B,1,39,780cf6aa-bc57-483c-8af8-6d344f0bc0b1,True
0915268f-7bc0-4ba8-a6b3-c6fb5dae9d7c,97436db5-98a4-4300-b068-51220d15ccf3,C,1,69,2a487c84-f6f7-4fcd-a206-e6f8941293fe,True
17611e9a-7968-4f7d-bc3e-5d75f0512e0e,1adf053d-daa5-42e8-8c1a-cae0a9d717bc,A,4,46,a1f8db23-b33a-47ba-8180-ec97221b827e,True
b1a94c4a-537b-40cb-bbf8-aba97b269c60,1adf053d-daa5-42e8-8c1a-cae0a9d717bc,B,4,44,cf087fb7-1f74-4c4f-8fd4-b48709802386,True
f724f105-645d-4a09-aca9-185096b2689c,1adf053d-daa5-42e8-8c1a-cae0a9d717bc,C,4,36,f50558c4-ba2f-4afa-9801-c665ab1f69aa,True
edcd4d40-0d08-4523-b376-43ae93de3e8b,42b91224-97ac-4eeb-87db-eb198c4e8bfa,A,3,61,f821b1b4-6e91-4f27-a8aa-77355b6a0ded,True
c76ad3e9-06f7-40fd-92a3-9fc6d45c7ced,42b91224-97ac-4eeb-87db-eb198c4e8bfa,B,3,54,ed53f3e9-c5e4-4527-b98f-cf3778063b71,True
061fb21a-ac01-43c9-80b2-cdcad8d4be3b,42b91224-97ac-4eeb-87db-eb198c4e8bfa,C,3,52,85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,True
baee2d05-7d92-4877-93fa-3c625c03cdf7,5562a8c4-9446-4a2c-a4df-f3083e574464,A,2,41,d77225ff-6183-4c01-aab5-14f3b76f698d,True
e0e91e8e-154e-4749-a012-2ac313f2d8e9,5562a8c4-9446-4a2c-a4df-f3083e574464,B,2,46,c66f8544-6101-4f8a-aa52-dd49bd38abea,True
582fd51a-f719-4050-996b-986c93ecd41d,5562a8c4-9446-4a2c-a4df-f3083e574464,C,2,52,d704b01f-1542-4edb-9877-7f1bbdd4c7b5,True
3c7ccb40-fade-4561-aaaf-c9980121f37b,5bf27b8d-eb3e-4d7c-949b-65898644fc39,A,1,49,37f82541-ee84-4964-bba3-962a55f599e9,True
17ef8b57-5c28-4556-8c90-57ad45087f4e,5bf27b8d-eb3e-4d7c-949b-65898644fc39,B,1,49,3d794cc0-15c2-42b6-a2d4-054f6e69b6ca,True
bf24a772-c562-40ab-9ba4-1b426ee91be9,5bf27b8d-eb3e-4d7c-949b-65898644fc39,C,1,36,89f8985a-ed2d-40bd-a5c8-b8c8bcd4c157,True
4b538fda-ec7c-48fd-a710-7d30157a3814,368d228f-eee0-4272-854b-0b8e9feecbac,A,4,65,0faad99d-ba38-444b-84d4-161a8a992292,True
576ec30a-fe27-4b5c-8577-fdac7a7ea4d8,368d228f-eee0-4272-854b-0b8e9feecbac,B,4,67,25843ae1-c535-465c-879d-3b020852be02,True
12bc883c-b010-4783-980a-a31f7a5eb381,368d228f-eee0-4272-854b-0b8e9feecbac,C,4,65,f2c701c2-24b6-45ca-93f7-a740dfa49aa2,True
a1a7956e-30fc-45e3-bf4b-6627c144bd30,ea916850-bd15-4c8c-a255-7d9ddb1dcd9f,A,3,58,e52105e3-8308-448b-8430-34f34d526f06,True
cc651dff-3d47-49a1-9dfa-b4616d1ef7be,ea916850-bd15-4c8c-a255-7d9ddb1dcd9f,B,3,59,988f09b3-16c8-45bb-a6e6-8015663fc642,True
7fc88562-1314-46e8-a2b5-3cd82584757a,ea916850-bd15-4c8c-a255-7d9ddb1dcd9f,C,3,65,0faad99d-ba38-444b-84d4-161a8a992292,True
1dee6962-ae4d-43e4-879f-925220d4b09c,c9a8734c-ca36-444b-b536-8b46938b53de,A,2,47,fcfa53a0-bf8d-4b85-bc0c-55da3b906751,True
d79df72e-fc74-4c1b-92d8-abb263cc829a,c9a8734c-ca36-444b-b536-8b46938b53de,B,2,37,f821b1b4-6e91-4f27-a8aa-77355b6a0ded,True
cf68562d-8ac0-45ce-b7c2-12017870f773,c9a8734c-ca36-444b-b536-8b46938b53de,C,2,35,6d2b17a8-0ef2-4ecc-8a3e-add45d40fdbf,True
e2094c6c-21d7-4041-bbf2-cc8163ba78d1,a2c457bc-0fae-49eb-ac4d-a0cff94d7f60,A,1,61,fcfa53a0-bf8d-4b85-bc0c-55da3b906751,True
0da84c8a-5040-424b-afd7-fbec9b043f31,a2c457bc-0fae-49eb-ac4d-a0cff94d7f60,B,1,47,64d6e439-6177-4e57-ba08-21bccf967425,True
a135e524-8dc2-4f42-9f75-972cd19a8442,a2c457bc-0fae-49eb-ac4d-a0cff94d7f60,C,1,48,3b983815-8c39-4927-b404-4826cb3eb559,True
0ab4d6e6-7c6c-450d-8cb3-a86ad4b043e1,62d9ef00-b7c1-40bb-83f2-a888ff9e7c38,A,4,63,1f314dce-2088-4551-99f0-30368ccb28c5,True
f676cbd6-480f-47e3-a3f0-8c2c3336a5e8,62d9ef00-b7c1-40bb-83f2-a888ff9e7c38,B,4,66,746b095d-cce8-464b-9ddf-a57c30ece720,True
4dd52724-0a00-4f36-bcd1-56023bc4f734,62d9ef00-b7c1-40bb-83f2-a888ff9e7c38,C,4,55,1f314dce-2088-4551-99f0-30368ccb28c5,True
a09a6e23-c9d0-4c87-ae14-335ba5d36e1e,7021e7fb-2bb2-41ef-9f05-eb94d8610b18,A,3,50,c01e831d-425d-469c-8d75-ef6bf20c0ac8,True
123f0fd9-b61b-4be9-9976-27f8d8f8578d,7021e7fb-2bb2-41ef-9f05-eb94d8610b18,B,3,60,7694393d-89fd-43e1-a436-6957723c731b,True
9803cf74-313f-4b53-88f7-e534f1890de2,7021e7fb-2bb2-41ef-9f05-eb94d8610b18,C,3,37,d704b01f-1542-4edb-9877-7f1bbdd4c7b5,True
110c1ce8-bdfe-4db2-afd6-8647d2335bbd,d197b29b-5912-44cb-b6ad-8be933d4b455,A,2,59,2a487c84-f6f7-4fcd-a206-e6f8941293fe,True
cc32fe4c-ba94-461c-b101-f776a5932e80,d197b29b-5912-44cb-b6ad-8be933d4b455,B,2,55,e1f8217a-e89f-4fae-aa02-50d47b0a205e,True
db294fb4-76f2-4394-aa50-10edefb6c6a6,d197b29b-5912-44cb-b6ad-8be933d4b455,C,2,69,e57670a5-ced1-441b-803c-63226240a406,True
77087947-112d-414f-9e65-2820824e592d,491441c4-eede-425e-9454-0211394a5148,A,1,37,4ddeeb4c-8b27-429b-ab0e-7883c9e9fa92,True
ff102b69-8b14-4077-b6f2-c19f6a99d55e,491441c4-eede-425e-9454-0211394a5148,B,1,41,e4f036ad-515f-46b1-9246-2e405419c90f,True
5d728d10-d1aa-45d6-8386-cb4701ab2bb6,491441c4-eede-425e-9454-0211394a5148,C,1,64,284ed085-49fd-4700-afc1-6ac912c8555d,True
cac3e5c0-f448-43ce-b661-52ade5eb84d2,ed14db2f-315e-47c6-9bbf-76d160bbc6e6,A,4,50,4ddeeb4c-8b27-429b-ab0e-7883c9e9fa92,True
36563e38-6091-4180-a5d9-f0f5a772fcd9,ed14db2f-315e-47c6-9bbf-76d160bbc6e6,B,4,69,e1f8217a-e89f-4fae-aa02-50d47b0a205e,True
62165fda-d1ae-444d-9df6-cf2cd89ff37f,ed14db2f-315e-47c6-9bbf-76d160bbc6e6,C,4,37,780cf6aa-bc57-483c-8af8-6d344f0bc0b1,True
9ab4bab7-1282-4a30-8d95-a515102ce777,c8936619-94d8-4286-9416-9a1a049d4a42,A,3,68,f50558c4-ba2f-4afa-9801-c665ab1f69aa,True
f37b91e0-aa2f-427c-9969-2d9aeae057fe,c8936619-94d8-4286-9416-9a1a049d4a42,B,3,38,26dec2db-bd1c-4dc4-a270-21fd6db3802e,True
0f224b21-6708-43b6-836e-eae910c63338,c8936619-94d8-4286-9416-9a1a049d4a42,C,3,53,ed53f3e9-c5e4-4527-b98f-cf3778063b71,True
4b065cd6-1ad1-4d24-805f-7550cc986fd1,4ce90125-112e-42fb-96df-09b4aed86e54,A,2,54,7694393d-89fd-43e1-a436-6957723c731b,True
15bbaabd-e1d4-40a8-9e34-9e0d3c6c3900,4ce90125-112e-42fb-96df-09b4aed86e54,B,2,53,2d55787b-072f-4f4b-a18e-5c80905947bc,True
bc389e13-0232-4f3f-b730-62639d0a57b9,4ce90125-112e-42fb-96df-09b4aed86e54,C,2,45,c01e831d-425d-469c-8d75-ef6bf20c0ac8,True
92616513-f4c5-463c-85db-63ca70261de2,11de4ef1-4374-4a5d-958d-95cf5d93691c,A,1,38,746b095d-cce8-464b-9ddf-a57c30ece720,True
88631c43-31ea-42cf-b148-dd798b030087,11de4ef1-4374-4a5d-958d-95cf5d93691c,B,1,68,20467795-445f-43f8-bfdb-27c18620b08f,True
67e5ee1b-64de-40bc-89cd-5e99c209a54a,11de4ef1-4374-4a5d-958d-95cf5d93691c,C,1,44,2d55787b-072f-4f4b-a18e-5c80905947bc,True
