course_version_id,course_id,regulation_id,programme_id,course_code,term_no,year_of_study,category,course_type,is_elective,credits,lecture_hours,tutorial_hours,practical_hours,status
8ad130c6-7230-42fe-bb95-a9f5d5966097,adaaa446-99a9-467c-9f85-bc86ba98bade,64a514c2-b06a-485d-8873-fd88161d4c06,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS009,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
cdf22be9-1e37-4c51-abe7-bc3336f5b078,adaaa446-99a9-467c-9f85-bc86ba98bade,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS009,2,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
6bd2c732-9e9a-4c09-b965-650f685df9cf,adaaa446-99a9-467c-9f85-bc86ba98bade,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS009,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
746881be-ae65-4759-9a36-10bc99e53aab,ef3c8a1a-37f2-45cd-ad5b-ef36a7ba658f,64a514c2-b06a-485d-8873-fd88161d4c06,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS010,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
c95d700b-92ec-4226-920f-5f744aa73144,ef3c8a1a-37f2-45cd-ad5b-ef36a7ba658f,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS010,2,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
7465f2c8-0681-4680-8dd0-255c44d73eac,ef3c8a1a-37f2-45cd-ad5b-ef36a7ba658f,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS010,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
7f857bcd-75d2-4b0a-a3b1-050ff016a8e8,7b4578d9-6e15-4450-a52a-22a9ee1b7829,64a514c2-b06a-485d-8873-fd88161d4c06,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS011,1,3,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
a3511de2-a2b6-4f93-a515-5bf59ef004c0,7b4578d9-6e15-4450-a52a-22a9ee1b7829,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS011,2,3,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
fa7732fc-2c93-4dde-b9d6-2a31187edd25,7b4578d9-6e15-4450-a52a-22a9ee1b7829,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS011,1,3,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
6a5e4df9-57c7-4147-8a78-c3e0d60ae03c,09abd798-a7e8-49c6-97b2-a454263d2ec5,64a514c2-b06a-485d-8873-fd88161d4c06,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS012,1,4,PROFESSIONAL_CORE,THEORY,True,3,3,1,1,ACTIVE
aedfe266-1d87-459e-a140-2f63ecf57154,09abd798-a7e8-49c6-97b2-a454263d2ec5,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS012,2,4,PROFESSIONAL_CORE,THEORY,True,3,3,1,1,ACTIVE
cbabdf4d-5d54-4df0-9187-ad6b63b041aa,09abd798-a7e8-49c6-97b2-a454263d2ec5,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,562580de-ce33-4c32-a1f1-f9b1f299f57e,CS012,1,4,PROFESSIONAL_CORE,THEORY,True,3,3,1,1,ACTIVE
4ae00b16-6838-413f-b1d4-2f5f3b1223c6,5d068417-6707-44ae-bb56-17b1b7e6a65c,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC013,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
96ef8505-37e3-4d02-8dc9-ab856201bc43,5d068417-6707-44ae-bb56-17b1b7e6a65c,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC013,2,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
c4cbbc1e-0ac3-4c96-a430-97753dc87ec0,5d068417-6707-44ae-bb56-17b1b7e6a65c,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC013,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
dee418f5-e05c-41f8-a6ad-ca66884a801d,265b8b78-85ba-47c1-9486-9d626b7f8d3d,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC014,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
cfa3d50c-84a5-4098-9541-237c98e23f31,265b8b78-85ba-47c1-9486-9d626b7f8d3d,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC014,2,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
24bd349c-0b70-45ab-972b-655e1e1cdd5b,265b8b78-85ba-47c1-9486-9d626b7f8d3d,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC014,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
07706ffd-ce86-4583-b443-3562170fab62,ca1ba144-4571-4c66-9670-20155609cdab,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC015,1,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
7be9f0a8-de55-4ebd-a7de-18ba2bb9810f,ca1ba144-4571-4c66-9670-20155609cdab,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC015,2,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
2163a701-1b7b-40be-94e3-8567b6c16716,ca1ba144-4571-4c66-9670-20155609cdab,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC015,1,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
75f14de2-c0f1-4fa3-bd81-b0dc270c4503,70980149-164c-435d-a624-9e5cae14b2b0,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC016,1,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
900d0c46-e498-4b99-846e-84d08100ceba,70980149-164c-435d-a624-9e5cae14b2b0,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC016,2,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
9f94b1a1-b7f5-4df4-9f54-faecef1457bd,70980149-164c-435d-a624-9e5cae14b2b0,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC016,1,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
fa896e35-fa48-4f30-ab0f-774b8e87aa5f,9de8c1ce-59a8-4fe7-9289-1c256772c34f,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC017,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
f2faf303-4dad-4ed2-beac-838a75ef3a69,9de8c1ce-59a8-4fe7-9289-1c256772c34f,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC017,2,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
6f8b61e9-d966-456b-b8cf-2f34188c7c12,9de8c1ce-59a8-4fe7-9289-1c256772c34f,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC017,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
9d1ee728-0585-48fe-b0b5-400813219fd9,ee5d78a7-7fd9-47cc-bc35-ddd2461b72bb,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC018,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
e6122e8d-5531-4c4e-ad27-4ffb46721691,ee5d78a7-7fd9-47cc-bc35-ddd2461b72bb,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC018,2,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
a1b75fa9-bcac-4ef8-a78a-43c608d17d76,ee5d78a7-7fd9-47cc-bc35-ddd2461b72bb,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC018,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
203ef1bf-4eaa-4f61-a835-c955648629fc,e9daddf6-ab4a-4b4d-a691-19d8df97f815,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC019,1,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
0c1581d9-ea5f-4449-a9e0-d4af59d4d931,e9daddf6-ab4a-4b4d-a691-19d8df97f815,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC019,2,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
557d6e10-bb5b-4832-91c1-d9dfae13aa62,e9daddf6-ab4a-4b4d-a691-19d8df97f815,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC019,1,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
5f7efe08-2e69-49a0-8617-72ec8e53e3a1,9ca1da5c-4302-45ac-90cf-608c3210666e,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC020,1,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
cab25c6e-1b65-4b5d-8ae6-47b6743cf3cf,9ca1da5c-4302-45ac-90cf-608c3210666e,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC020,2,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
057ca872-2a0e-4b99-8867-955d3b25d2bf,9ca1da5c-4302-45ac-90cf-608c3210666e,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC020,1,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
50a103c1-adcb-41fe-b96b-1f024aac288c,5e85c608-870b-41c6-82c8-eeaab7587e99,64a514c2-b06a-485d-8873-fd88161d4c06,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC021,1,1,BASIC_SCIENCE,LAB,False,4,2,1,2,ACTIVE
4855cb54-28c0-4e05-ac1e-9824b016b7b4,5e85c608-870b-41c6-82c8-eeaab7587e99,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC021,2,1,BASIC_SCIENCE,LAB,False,4,2,1,2,ACTIVE
761eac41-0b4d-47a8-ae1e-2a75ea3458f4,5e85c608-870b-41c6-82c8-eeaab7587e99,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,62501ea7-acd6-4cb5-aa5b-948210b1a463,EC021,1,1,BASIC_SCIENCE,LAB,False,4,2,1,2,ACTIVE
2e6b1ed0-93b1-485f-ab53-180622d251e3,512e6ab9-7537-4bd2-97ad-4a2fa9826f90,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE022,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
70f9ff77-6461-4700-b697-4ae3828983fe,512e6ab9-7537-4bd2-97ad-4a2fa9826f90,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE022,2,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
a0845373-e457-4c6d-bc07-e8e8b1610d2b,512e6ab9-7537-4bd2-97ad-4a2fa9826f90,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE022,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
e8cf6818-e61b-4136-8900-4c7475beff7b,41daab35-b3ea-43b0-9599-19649f547223,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE023,1,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
d1846744-501e-44f4-b3a6-e16775b267f5,41daab35-b3ea-43b0-9599-19649f547223,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE023,2,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
31824622-9a80-4a05-b846-baab24fc801b,41daab35-b3ea-43b0-9599-19649f547223,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE023,1,3,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
929996a0-7ccc-44d7-964d-899a9a1caef5,cad730b7-e4e4-4760-8977-6b24bd4a6bb1,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE024,1,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
4a31fb2b-9971-43be-aa61-b7199012b8ad,cad730b7-e4e4-4760-8977-6b24bd4a6bb1,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE024,2,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
15805ee1-baf9-47d7-b479-ba3151fcbc95,cad730b7-e4e4-4760-8977-6b24bd4a6bb1,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE024,1,4,PROFESSIONAL_CORE,LAB,True,4,2,1,2,ACTIVE
5ab60394-f9a5-453a-bb0c-d046bfc7fd0a,585c3ba4-738e-4b59-b6e3-1815b9c79076,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE025,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
43cb94b3-9dd0-4fcf-8b01-14171d875c7b,585c3ba4-738e-4b59-b6e3-1815b9c79076,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE025,2,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
2401719b-fcec-4441-a690-9d24b57ec818,585c3ba4-738e-4b59-b6e3-1815b9c79076,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE025,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
ce917fbb-fa0c-4d89-851e-ddadc615123e,3ac6de73-1376-4668-a479-23632ceeff3e,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE026,1,2,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
a79a5fc3-6d07-4d36-9d43-60ae9673bc58,3ac6de73-1376-4668-a479-23632ceeff3e,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE026,2,2,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
8f1ffb83-9f33-4e54-ac2c-1b7009cc00fa,3ac6de73-1376-4668-a479-23632ceeff3e,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE026,1,2,PROFESSIONAL_CORE,LAB,False,4,2,1,2,ACTIVE
957a9162-6873-4275-92a3-78eeb8d37955,7bc7ae03-e5b8-4ba0-931a-df50ed0dd718,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE027,1,3,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
4c2a5aea-d3c5-4408-90c5-4418dcbdee19,7bc7ae03-e5b8-4ba0-931a-df50ed0dd718,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE027,2,3,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
53124243-6380-4ad6-8da4-8d6af25458ec,7bc7ae03-e5b8-4ba0-931a-df50ed0dd718,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE027,1,3,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
3463de7b-04df-4be5-80ae-ebcdaa9761de,8168258e-4fd8-4141-8a19-9ba323da4d01,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE028,1,4,PROFESSIONAL_CORE,THEORY,True,3,3,1,1,ACTIVE
a2fc5b61-da88-4513-b624-fca8bce07d01,8168258e-4fd8-4141-8a19-9ba323da4d01,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE028,2,4,PROFESSIONAL_CORE,THEORY,True,3,3,1,1,ACTIVE
af5920e4-3db0-4451-be0c-225861786b85,8168258e-4fd8-4141-8a19-9ba323da4d01,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE028,1,4,PROFESSIONAL_CORE,THEORY,True,3,3,1,1,ACTIVE
53047b2d-c868-410a-9111-7c366a73e57d,23c72fa1-a27c-4f22-8b0b-900ddc2819a5,64a514c2-b06a-485d-8873-fd88161d4c06,98274336-2b8f-4291-b6f2-116d52f8b79b,EE029,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
c318a511-0329-4fd4-9384-b437a0f6995d,23c72fa1-a27c-4f22-8b0b-900ddc2819a5,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,98274336-2b8f-4291-b6f2-116d52f8b79b,EE029,2,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
26a64ae9-cb41-488a-bcab-ee74658a0320,23c72fa1-a27c-4f22-8b0b-900ddc2819a5,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,98274336-2b8f-4291-b6f2-116d52f8b79b,EE029,1,1,BASIC_SCIENCE,THEORY,False,3,3,1,1,ACTIVE
4938a4d2-bdc4-46ee-94f8-29c8314b290d,74b1722a-89c1-4f7e-a65a-aa2a5f53f79d,64a514c2-b06a-485d-8873-fd88161d4c06,f0125d70-280d-4718-b08f-82f4f4444280,ME030,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
43f25cc9-c334-44f5-a452-cf9873fed19c,74b1722a-89c1-4f7e-a65a-aa2a5f53f79d,77c797c5-6c72-40c8-9d75-f2e1b35bedc5,f0125d70-280d-4718-b08f-82f4f4444280,ME030,2,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
aa345ad5-7c3e-48bc-a0b7-9b1879836613,74b1722a-89c1-4f7e-a65a-aa2a5f53f79d,d7b5565b-ba78-4e99-91bb-0bf66b5c5bf2,f0125d70-280d-4718-b08f-82f4f4444280,ME030,1,2,PROFESSIONAL_CORE,THEORY,False,3,3,1,1,ACTIVE
