faculty_id,person_id,employee_no,department_id,designation,cadre,employment_type,highest_qualification,is_phd_holder,status
8e75216d-8d57-4427-b7c3-2c6da233758a,ab8e3cf1-088f-4c03-b1b4-95017189a194,FAC0016,b47462a1-5b6b-4294-9dc3-117c711dc720,Assistant Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
d77225ff-6183-4c01-aab5-14f3b76f698d,6fde874e-27bf-4754-bae2-514497d52bb1,FAC0017,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Associate Professor,Contract,PART_TIME,Ph.D,True,ACTIVE
0faad99d-ba38-444b-84d4-161a8a992292,aae872aa-9b8c-47d5-93dd-68c266d3fdd4,FAC0018,b47462a1-5b6b-4294-9dc3-117c711dc720,Associate Professor,Contract,FULL_TIME,M.Sc,False,ACTIVE
d2139723-6646-49bf-81b5-f8ade276e3d2,0b3615b2-72e3-49e9-80b2-7470de8bde24,FAC0019,9fbeeee0-e407-4e7a-8062-6471011d13bb,Associate Professor,Visiting,FULL_TIME,Ph.D,True,ACTIVE
85fb3ccb-a28e-4ef2-a1ad-84198bdd7852,a528601f-7f5c-4cfb-aca5-3bc993aaf78b,FAC0020,26fc9393-044d-4d69-a9c0-767c33617683,Assistant Professor,Visiting,FULL_TIME,Ph.D,True,ACTIVE
890dba08-cefb-40bb-80ae-da494f22ee6f,abc6b9fc-6949-4d03-b29d-3cb23e862de7,FAC0021,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Professor,Visiting,PART_TIME,M.Tech,False,ACTIVE
d9fd526f-d607-411b-b5f8-2d2b1a09d402,33447e84-ce91-43ec-b56e-9d7929a70311,FAC0022,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Associate Professor,Regular,PART_TIME,Ph.D,True,ACTIVE
938aa101-13e6-4226-9586-9552f48a2920,468fce66-cd96-4d1c-aa4d-81a9bdcea982,FAC0023,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Senior Lecturer,Regular,FULL_TIME,M.Tech,False,ACTIVE
e52105e3-8308-448b-8430-34f34d526f06,1fa4b892-de21-4e48-a6df-b57cf60211b5,FAC0024,26fc9393-044d-4d69-a9c0-767c33617683,Associate Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
26dec2db-bd1c-4dc4-a270-21fd6db3802e,7483169c-1dac-4860-a96f-24792bc5394e,FAC0025,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Lecturer,Visiting,FULL_TIME,MCA,False,ACTIVE
b8cfe21d-f855-43fd-8286-d915ae35bd29,21624fe6-7f39-43ca-8fb3-aaea42976652,FAC0026,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Associate Professor,Contract,FULL_TIME,MCA,False,ACTIVE
a98e651a-a46e-4fe8-bd88-65ca7622ba05,af4b8995-5685-4ae6-a6b0-8d71d57bf1e3,FAC0027,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
0e76fddc-2f93-47cf-9033-245c43ff044c,2bd8c8c9-585d-47ec-aa26-5b47c5152bcb,FAC0028,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Associate Professor,Regular,FULL_TIME,M.Tech,False,ACTIVE
fcfa53a0-bf8d-4b85-bc0c-55da3b906751,fefd3ed4-5808-485b-9b2a-448c22c8a88f,FAC0029,b47462a1-5b6b-4294-9dc3-117c711dc720,Assistant Professor,Contract,FULL_TIME,Ph.D,True,ACTIVE
3d794cc0-15c2-42b6-a2d4-054f6e69b6ca,35f6cde9-fa53-40d3-89fe-cea21f86749f,FAC0030,81928c47-bf2a-4a49-9b66-4e3649e884c3,Associate Professor,Contract,FULL_TIME,M.Tech,False,ACTIVE
4420ef58-4cde-4389-900e-ca6c85ea7355,07814d7f-9142-46c3-b880-9e1edc193ddd,FAC0031,00f83339-0268-4296-a95c-71b715b267a1,Associate Professor,Visiting,FULL_TIME,Ph.D,True,ACTIVE
664a9199-e0cf-4c94-8ec3-d2e08be1e8f4,8e96a7aa-e697-486a-a7d0-fcf1ac115a17,FAC0032,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Assistant Professor,Regular,FULL_TIME,Ph.D,True,ACTIVE
633f4702-4b93-4634-804d-3b11cc4d850c,23f3fc80-6688-4ec5-9070-6160cb45c926,FAC0033,81928c47-bf2a-4a49-9b66-4e3649e884c3,Assistant Professor,Contract,FULL_TIME,M.Tech,False,ACTIVE
198190db-2369-4225-83f2-fe99616f386b,76a4760e-d053-4e0e-bfe2-cedd2edad369,FAC0034,81928c47-bf2a-4a49-9b66-4e3649e884c3,Senior Lecturer,Regular,FULL_TIME,MBA,False,ACTIVE
494220d4-e493-4ba8-872e-f31bb9a96c3b,3eaa5a54-1b57-4728-ad75-a33b4c1769db,FAC0035,b47462a1-5b6b-4294-9dc3-117c711dc720,Senior Lecturer,Regular,FULL_TIME,MCA,False,ACTIVE
388471d8-0568-4ffe-b9a0-8f31a43e2a99,d623d559-731e-4a0a-b372-42dadc46fb38,FAC0036,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Assistant Professor,Regular,PART_TIME,MCA,False,ACTIVE
cc36c1c4-4063-4bd8-9dbe-21061a6d95bf,af3f1b47-0dd2-499f-885d-645cfdb5c7f9,FAC0037,9fbeeee0-e407-4e7a-8062-6471011d13bb,Lecturer,Visiting,FULL_TIME,Ph.D,True,ACTIVE
49b1e2cb-0f40-42a3-a598-9a41173fde16,46dcf16b-9816-4b51-8f5a-1e27a3ae1fc3,FAC0038,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Lecturer,Visiting,FULL_TIME,M.E.,False,ACTIVE
32c09bf0-7ed0-4a31-9521-36eaf64cdad0,fc2ceefc-570c-4ddd-b9c3-c0dad5ebbe03,FAC0039,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Associate Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
0ec43808-f93f-4083-b00b-76222edfb0ae,82783e66-fee4-4a0d-bea8-a469fee5b963,FAC0040,26fc9393-044d-4d69-a9c0-767c33617683,Assistant Professor,Regular,FULL_TIME,M.Tech,False,ACTIVE
a1f8db23-b33a-47ba-8180-ec97221b827e,054103d2-1c97-4aae-a762-70e8f8e5010c,FAC0041,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Regular,FULL_TIME,Ph.D,True,ACTIVE
53efac07-121f-45f4-a28d-7fcecf15fa75,13e7b1bd-2bda-4396-91e1-92a190120342,FAC0042,00f83339-0268-4296-a95c-71b715b267a1,Assistant Professor,Visiting,FULL_TIME,MCA,False,ACTIVE
207f693d-feba-4069-9025-ade398270178,c1ec2a76-f078-48c1-91c4-aa2eb75ecb21,FAC0043,26fc9393-044d-4d69-a9c0-767c33617683,Assistant Professor,Contract,PART_TIME,M.Sc,False,ACTIVE
34bf5caa-e33c-4736-b457-e8adfa8858b9,1cdff172-fdb2-477f-9def-2d1ba7603ef4,FAC0044,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Lecturer,Regular,FULL_TIME,Ph.D,True,ACTIVE
ddb158a1-5477-4474-97e3-081ba035147a,6e7eeab3-49da-4427-b6ab-d0bf8955e754,FAC0045,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Regular,FULL_TIME,M.Tech,False,ACTIVE
89f8985a-ed2d-40bd-a5c8-b8c8bcd4c157,b6654abd-38fd-4c40-8078-db83cba19829,FAC0046,26fc9393-044d-4d69-a9c0-767c33617683,Associate Professor,Contract,FULL_TIME,Ph.D,True,ACTIVE
84738b62-76a7-40db-adeb-39f159e1e3e6,6af1ef09-31f3-4328-ab3a-6d5c5a7768c7,FAC0047,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Associate Professor,Visiting,FULL_TIME,M.Sc,False,ACTIVE
1246e94b-074c-4f27-a79e-617a6b8c2ed7,995ab87f-b242-4848-8109-60034eab4d2e,FAC0048,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
85d65fb5-7be7-4670-a2e6-8d2a4513f9ed,7fba6b4e-fbd6-4f5b-a3e9-5a940a04b7ee,FAC0049,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Visiting,FULL_TIME,M.Sc,False,ACTIVE
fb1ba208-dcee-4964-9849-2560c52ad6c4,837967f4-8da7-48ac-8543-4e21a5b4bacc,FAC0050,9fbeeee0-e407-4e7a-8062-6471011d13bb,Senior Lecturer,Regular,FULL_TIME,MCA,False,ACTIVE
e1f8217a-e89f-4fae-aa02-50d47b0a205e,9c67166f-3ebd-447d-994e-b601bdc57910,FAC0051,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Professor,Visiting,PART_TIME,M.Tech,False,ACTIVE
8d04102d-091a-4ced-b6df-ed023190ca28,466ce9f0-6474-40fa-ba24-35d438f40b35,FAC0052,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Assistant Professor,Visiting,PART_TIME,Ph.D,True,ACTIVE
f821b1b4-6e91-4f27-a8aa-77355b6a0ded,abf81b01-e48b-4603-8207-da9d025cfab9,FAC0053,00f83339-0268-4296-a95c-71b715b267a1,Assistant Professor,Regular,FULL_TIME,Ph.D,True,ACTIVE
006384ab-06fe-44cb-9f94-7408c4312d48,bb0ca3ff-32d9-4f7e-bd35-b23d8af00355,FAC0054,00f83339-0268-4296-a95c-71b715b267a1,Assistant Professor,Regular,FULL_TIME,M.Tech,False,ACTIVE
c01e831d-425d-469c-8d75-ef6bf20c0ac8,115089fb-712f-46d5-8c35-4dd9fe243509,FAC0055,26fc9393-044d-4d69-a9c0-767c33617683,Assistant Professor,Regular,PART_TIME,MCA,False,ACTIVE
14780ebd-6e48-42fc-bce3-805a4c01e74b,55a131dd-186a-4e31-9567-a00983a4bf97,FAC0056,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Professor,Contract,FULL_TIME,M.Tech,False,ACTIVE
ed53f3e9-c5e4-4527-b98f-cf3778063b71,5701e52c-9bfe-4298-86de-f5de7e079ce3,FAC0057,9fbeeee0-e407-4e7a-8062-6471011d13bb,Professor,Contract,FULL_TIME,M.Tech,False,ACTIVE
e4f036ad-515f-46b1-9246-2e405419c90f,74722ca8-4c62-4e65-a181-c7f701f0d760,FAC0058,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Senior Lecturer,Contract,FULL_TIME,M.Tech,False,ACTIVE
121a3127-099a-48b1-9e89-c52c667c0b10,b362c2fe-d668-45db-9833-50f362dad9fe,FAC0059,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Contract,FULL_TIME,M.Tech,False,ACTIVE
2d55787b-072f-4f4b-a18e-5c80905947bc,3b6a4be5-fd5d-4171-a000-fc833c751a73,FAC0060,00f83339-0268-4296-a95c-71b715b267a1,Assistant Professor,Visiting,FULL_TIME,Ph.D,True,ACTIVE
6b2d421e-171c-4551-bbc4-7bccdf762e75,6e954bbe-ac5a-47d4-b6a6-90e354233f16,FAC0061,9fbeeee0-e407-4e7a-8062-6471011d13bb,Lecturer,Contract,FULL_TIME,M.Tech,False,ACTIVE
dcf8418f-e134-47eb-8c1d-e65e84377c62,8027b5b8-bb8e-4347-b521-9218732cf8f9,FAC0062,00f83339-0268-4296-a95c-71b715b267a1,Assistant Professor,Visiting,PART_TIME,M.Sc,False,ACTIVE
988f09b3-16c8-45bb-a6e6-8015663fc642,dce2dbd5-fc22-4604-a679-6cd3fc904ff2,FAC0063,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Professor,Regular,FULL_TIME,M.E.,False,ACTIVE
db026cb6-e956-4dde-aee7-5fb1b98544e6,019257b8-cc7f-434e-a08d-9e9b8cb0272b,FAC0064,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Visiting,PART_TIME,M.E.,False,ACTIVE
666791d0-12cc-41a6-a8f3-5e38e1302e91,17d34b76-0d8d-4d16-95a8-16d58aeaa3c3,FAC0065,b47462a1-5b6b-4294-9dc3-117c711dc720,Assistant Professor,Contract,FULL_TIME,M.Sc,False,ACTIVE
cb253835-b0d8-4bc9-9eb3-30b0958ff8c3,07e78b7f-ff7c-40ae-9089-0dbc688ffa98,FAC0066,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Visiting,PART_TIME,Ph.D,True,ACTIVE
4ddeeb4c-8b27-429b-ab0e-7883c9e9fa92,17c273b4-d663-4596-b911-97bc922aaa55,FAC0067,9fbeeee0-e407-4e7a-8062-6471011d13bb,Senior Lecturer,Contract,FULL_TIME,Ph.D,True,ACTIVE
e57670a5-ced1-441b-803c-63226240a406,1a923333-2a51-460a-9d6b-9de3b1e12a33,FAC0068,00f83339-0268-4296-a95c-71b715b267a1,Assistant Professor,Regular,FULL_TIME,Ph.D,True,ACTIVE
ffa2f733-7f83-47c0-87b4-c44fdb81dce3,86129457-110f-4afa-8b5a-cdf04b2a83df,FAC0069,b47462a1-5b6b-4294-9dc3-117c711dc720,Associate Professor,Visiting,FULL_TIME,M.E.,False,ACTIVE
030b24dd-dd63-4dca-beb6-77d17e9895f8,74a781bd-591e-4d61-a913-2957036f8fe5,FAC0070,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Regular,FULL_TIME,M.Tech,False,ACTIVE
b0e49c7a-9fea-4f12-a120-b8a250ee513b,732a7d17-869f-44e4-aba6-1c2eabfba6d4,FAC0071,b47462a1-5b6b-4294-9dc3-117c711dc720,Senior Lecturer,Visiting,FULL_TIME,Ph.D,True,ACTIVE
780cf6aa-bc57-483c-8af8-6d344f0bc0b1,10ed09df-84cd-4163-a8a7-80e7ad3cb78a,FAC0072,81928c47-bf2a-4a49-9b66-4e3649e884c3,Assistant Professor,Visiting,FULL_TIME,M.E.,False,ACTIVE
1d452070-0783-44ba-9d44-053cd5898607,da520642-6639-45cd-9f12-4d9b56e04b69,FAC0073,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
e6c75860-0f6d-479c-9187-9ff427153e9b,902fd084-d266-495b-81aa-794058c821e2,FAC0074,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Regular,FULL_TIME,MCA,False,ACTIVE
72c41658-2d9f-4aef-ac08-825b2a669554,b95f4306-6e6c-401f-b376-881487a51a20,FAC0075,00f83339-0268-4296-a95c-71b715b267a1,Senior Lecturer,Visiting,FULL_TIME,MCA,False,ACTIVE
ffbcdc45-9a21-4a58-ad9e-1b83b374978c,a9b96b1b-844a-493c-a605-add66232f3c4,FAC0076,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Associate Professor,Regular,FULL_TIME,MBA,False,ACTIVE
37f82541-ee84-4964-bba3-962a55f599e9,bf3bbc5f-bfcd-4d03-8ad3-2518c18468f8,FAC0077,9fbeeee0-e407-4e7a-8062-6471011d13bb,Senior Lecturer,Contract,FULL_TIME,MBA,False,ACTIVE
d704b01f-1542-4edb-9877-7f1bbdd4c7b5,87497d8b-d132-42dd-a0e6-fefdc4074d35,FAC0078,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Contract,FULL_TIME,M.E.,False,ACTIVE
ba0463d0-a6c5-4415-bfd9-1f0a4bb67746,455fa216-8878-4dfd-90b8-5b177e31bc98,FAC0079,b47462a1-5b6b-4294-9dc3-117c711dc720,Assistant Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
f1aabffb-292b-479a-a911-97197cdef1c6,cc748db0-7558-4c36-b21d-af3e82481110,FAC0080,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Associate Professor,Contract,FULL_TIME,Ph.D,True,ACTIVE
ade00309-5ab0-43be-a64f-294d8b8d042e,9c9db54d-f887-49ca-a024-134645eea71b,FAC0081,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Associate Professor,Visiting,FULL_TIME,MCA,False,ACTIVE
49d4b836-3f0d-4a30-936c-9045a0b6ab6f,a1bac7dd-6979-4cbc-8533-003b29792622,FAC0082,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Lecturer,Contract,FULL_TIME,Ph.D,True,ACTIVE
cdc3376b-151d-46ad-af3a-b2f27eb07274,e838f6b8-f6f0-4e31-adc1-378d4bc29710,FAC0083,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Contract,FULL_TIME,Ph.D,True,ACTIVE
ff4cada7-8ad7-432a-ba89-c6c889e36876,a9d77039-2ebb-4f64-bab0-7a2045e6fec6,FAC0084,26fc9393-044d-4d69-a9c0-767c33617683,Senior Lecturer,Visiting,FULL_TIME,MBA,False,ACTIVE
fe0aa61e-e5c1-45b0-a5fc-1d69ce7c163a,8499659f-0c2a-4989-a8d9-32ff4c704d77,FAC0085,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Assistant Professor,Contract,FULL_TIME,M.Tech,False,ACTIVE
50473265-c85b-4c64-a5b5-af151ee1eb4f,14fbca4e-306d-4750-a82b-3530f62f021d,FAC0086,00f83339-0268-4296-a95c-71b715b267a1,Assistant Professor,Contract,FULL_TIME,M.Tech,False,ACTIVE
7d26155a-df94-45e7-8b89-671d8375add4,83c3e2ae-e19a-4ca1-83e4-f836bc531a6b,FAC0087,9fbeeee0-e407-4e7a-8062-6471011d13bb,Associate Professor,Visiting,FULL_TIME,MBA,False,ACTIVE
d050f760-41d5-4911-bc5d-05d522832a7e,0b6f871f-1be9-4b50-acd3-3c6a0752c289,FAC0088,b47462a1-5b6b-4294-9dc3-117c711dc720,Associate Professor,Regular,PART_TIME,MBA,False,ACTIVE
746b095d-cce8-464b-9ddf-a57c30ece720,a2d7ba79-6c01-48ea-b1de-6aa6606ed11d,FAC0089,26fc9393-044d-4d69-a9c0-767c33617683,Associate Professor,Regular,FULL_TIME,M.Tech,False,ACTIVE
c4a2efb3-4bbc-4aed-94f0-d942c7160556,d026b228-e3a2-4ac2-b3ac-015436f1cf75,FAC0090,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Visiting,PART_TIME,MBA,False,ACTIVE
ba71619a-0902-4523-86e3-2dab91b69175,96d4ce6c-debf-4718-8049-21a420e52025,FAC0091,26fc9393-044d-4d69-a9c0-767c33617683,Assistant Professor,Regular,PART_TIME,MCA,False,ACTIVE
f2c701c2-24b6-45ca-93f7-a740dfa49aa2,530baaff-4171-450d-b22a-0eb4c9ee03db,FAC0092,9c9396ed-93c3-4d33-bc89-3c097aecfbe2,Assistant Professor,Visiting,FULL_TIME,MCA,False,ACTIVE
2a487c84-f6f7-4fcd-a206-e6f8941293fe,0ebe33bb-e2f3-4759-bcfa-b80ce340c4f5,FAC0093,b47462a1-5b6b-4294-9dc3-117c711dc720,Assistant Professor,Visiting,FULL_TIME,M.Sc,False,ACTIVE
cf087fb7-1f74-4c4f-8fd4-b48709802386,9013ec29-cf09-4cd6-8b6c-35d06fc22f50,FAC0094,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Assistant Professor,Contract,FULL_TIME,M.E.,False,ACTIVE
3f26d02e-e470-4366-a231-f90f533e879b,d7063cb7-d8d0-4295-b7e4-c270ed3a76bd,FAC0095,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Senior Lecturer,Regular,FULL_TIME,MBA,False,ACTIVE
1f12aec8-0f5f-40af-a84b-cfa290b1c375,d5f9d0a4-5138-45ea-a07f-3ef66945855b,FAC0096,26fc9393-044d-4d69-a9c0-767c33617683,Professor,Visiting,FULL_TIME,Ph.D,True,ACTIVE
64d6e439-6177-4e57-ba08-21bccf967425,fbf67607-e343-4acb-81c4-e2d2e2542efb,FAC0097,81928c47-bf2a-4a49-9b66-4e3649e884c3,Senior Lecturer,Visiting,FULL_TIME,Ph.D,True,ACTIVE
f50558c4-ba2f-4afa-9801-c665ab1f69aa,c2c5d9bd-f5b2-438c-bac6-68f078f29130,FAC0098,b47462a1-5b6b-4294-9dc3-117c711dc720,Associate Professor,Contract,FULL_TIME,M.E.,False,ACTIVE
c545ba62-8037-4e3a-96dd-60ee1207e056,4cb4ca00-7f69-48f8-a388-41bf7250828f,FAC0099,00f83339-0268-4296-a95c-71b715b267a1,Senior Lecturer,Regular,FULL_TIME,M.Tech,False,ACTIVE
7694393d-89fd-43e1-a436-6957723c731b,f43e6690-7ca7-41e1-bca3-0180cd82a2c1,FAC0100,00f83339-0268-4296-a95c-71b715b267a1,Associate Professor,Contract,FULL_TIME,M.E.,False,ACTIVE
4546a627-40a4-43c9-9fdd-824c83c6a616,d7cb890c-741a-4790-afe5-a996eb511cf4,FAC0101,b47462a1-5b6b-4294-9dc3-117c711dc720,Assistant Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
b99a6c85-687e-4c26-9c5c-6631f3a49206,08b7fb20-19d0-4eeb-be37-4810f8ff32b3,FAC0102,81928c47-bf2a-4a49-9b66-4e3649e884c3,Assistant Professor,Contract,FULL_TIME,Ph.D,True,ACTIVE
f6fa70d1-09d3-48b8-bb1d-cbfdc680dacc,a3309e6b-7348-4703-a831-ce1f35ca217f,FAC0103,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Visiting,FULL_TIME,M.Sc,False,ACTIVE
c13e8400-d31d-43ac-840e-51ea2eccdf5e,4156ce33-bd7f-4c48-81d4-be684b322bc3,FAC0104,00f83339-0268-4296-a95c-71b715b267a1,Associate Professor,Contract,FULL_TIME,M.E.,False,ACTIVE
5d9c9edf-3e86-435d-9c4a-4a0538f2d37a,ea0ebfcb-8414-40f5-b91b-0934a62e179a,FAC0105,00f83339-0268-4296-a95c-71b715b267a1,Associate Professor,Visiting,FULL_TIME,M.Tech,False,ACTIVE
284ed085-49fd-4700-afc1-6ac912c8555d,2bff795d-7424-4307-8725-5f94794fa0da,FAC0106,9fbeeee0-e407-4e7a-8062-6471011d13bb,Lecturer,Visiting,FULL_TIME,M.Sc,False,ACTIVE
5f7ea453-dd5f-442a-9260-b43c6b8a5339,a1a5e359-8704-460e-987c-5cad544a88f2,FAC0107,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Regular,FULL_TIME,M.Tech,False,ACTIVE
3483162b-585c-4cc8-86a7-5a4b1b108e54,a37423b9-d7bc-4733-8996-778f2be116fe,FAC0108,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Associate Professor,Visiting,PART_TIME,MCA,False,ACTIVE
25843ae1-c535-465c-879d-3b020852be02,ad5c1637-7fec-40a6-9675-c7a2ae43aec2,FAC0109,b47462a1-5b6b-4294-9dc3-117c711dc720,Associate Professor,Contract,FULL_TIME,MBA,False,ACTIVE
bc1a431c-0b03-4847-b332-34eb93f09e2b,687565a8-a1f4-47e1-a3e4-3b590c5ef1c1,FAC0110,86c8b01b-dedf-4861-8f8c-1204eb171aa1,Senior Lecturer,Regular,FULL_TIME,M.E.,False,ACTIVE
1f314dce-2088-4551-99f0-30368ccb28c5,0360307c-4ae4-443f-8288-417545ba481f,FAC0111,b47462a1-5b6b-4294-9dc3-117c711dc720,Associate Professor,Regular,FULL_TIME,Ph.D,True,ACTIVE
60dc8f41-c409-4ab9-b235-a0d92766ff65,db020ae5-ff24-4311-8ab7-6eecf3add09e,FAC0112,b47462a1-5b6b-4294-9dc3-117c711dc720,Assistant Professor,Contract,FULL_TIME,MCA,False,ACTIVE
439ea462-87b5-4607-8824-43d17454eaf5,2cd2ecf2-e01c-4218-889f-80878341f2a3,FAC0113,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Contract,FULL_TIME,MBA,False,ACTIVE
e6d24698-f9a7-4f8a-b271-f540b20d1667,39129154-e7e5-407e-aafc-aff9cf87b879,FAC0114,9fbeeee0-e407-4e7a-8062-6471011d13bb,Assistant Professor,Visiting,FULL_TIME,Ph.D,True,ACTIVE
6383dfa5-7cc7-451c-a627-50b522873fa0,192cdc4e-f174-4eb8-9b19-c646a1a5d97f,FAC0115,1df2b133-a3ab-48c5-ad2f-319b96928c1f,Assistant Professor,Regular,FULL_TIME,M.E.,False,ACTIVE
