faculty_workload_id,faculty_id,lecture_hours,lab_hours,tutorial_hours,supervision_hours,research_hours,admin_hours,total_weighted_load,norm_expected_hours,variance_pct,status
a8f1d632-b0c9-43f4-8aa7-1d0874f354a5,0c87b362-ab3c-4f80-a146-c6aecae2ec37,9.0,3.1,3.2,3.2,5.0,1.6,17.4,14,24.3,OVERLOAD
6c7f27e3-4794-4187-a084-8f4447b24bd7,86e5cc5b-fee4-48db-bb91-f3ede1c5fac8,9.6,2.8,3.5,1.1,5.5,1.9,17.1,14,22.5,OVERLOAD
37883566-0cba-445e-9b8c-4638499efda3,737c7f51-f960-4040-b968-26cf5bab1aea,10.1,4.0,2.2,3.6,5.6,1.6,19.1,14,36.3,OVERLOAD
3ed6908c-9507-4c41-b608-ea39d96fb8da,04960364-6024-4942-9077-a4bda310ae9c,9.2,3.6,3.3,1.6,4.5,2.1,17.2,14,22.9,OVERLOAD
ff15bfcd-77ff-44c1-aed9-93459b819af5,a2f5aeed-8d46-419f-8dc1-fc6d9bc6dad3,11.9,2.0,2.8,3.7,2.7,1.1,18.4,14,31.4,OVERLOAD
b4d9ed7b-8395-4456-b392-ff18d4263096,eba88997-715f-4851-a75d-2ed0403f9a06,13.3,2.1,3.1,2.5,3.0,2.7,20.3,14,44.8,OVERLOAD
7cfe14f4-1a9e-4090-a834-e522afd0ad52,763f4df5-1ce9-4f47-8308-fcc0b4922480,10.2,3.3,1.9,2.8,2.7,1.5,16.9,14,20.4,OVERLOAD
dd40a714-6b89-4c6a-8edb-0d4a20ba6b16,2b51e6f8-07e8-4b62-8107-88c45b73a60c,13.3,2.4,2.6,2.0,5.1,0.8,19.9,10,99.3,OVERLOAD
cece6a6b-e12d-47a0-afaa-3166d6e41f2f,ccd6d225-fc9c-4ce7-94a5-23e53daace6a,13.3,3.1,1.6,1.2,2.7,1.8,19.0,14,35.8,OVERLOAD
d1ab4bcc-a11b-445c-b211-36775000a465,17ea17dc-808e-473f-b329-ea4ecd1fea97,9.5,4.4,2.1,1.7,4.5,2.3,17.6,14,26.0,OVERLOAD
aad68af9-6395-45bf-9dbf-71c09552a2ea,854ae914-71ad-4bed-85d1-9313ce5be9e2,8.5,2.1,1.1,3.2,4.7,1.7,14.7,14,5.3,WITHIN_NORM
82a586f7-e40e-4f9b-afd5-2ef341143812,8a038865-55b6-4b1b-b756-4a80915bfd9e,12.6,4.3,2.5,3.6,2.8,0.8,20.6,14,47.2,OVERLOAD
b9f6ee55-8feb-45e9-b109-feb591448da3,a7105688-e356-4d10-bd07-40b605f74f8e,9.1,1.7,2.3,3.8,2.2,0.8,14.9,14,6.1,WITHIN_NORM
8cb5d059-60df-45d8-ba77-707c32041601,6ca54e60-fd4f-4b6b-aed3-77ba941f43f2,10.2,4.8,1.8,2.5,2.2,0.9,17.5,14,24.8,OVERLOAD
3d6159aa-7bf8-4406-b7b3-1a10474e7c9f,91b9a495-be13-472f-9c89-32f84d23bb60,13.4,4.9,1.0,3.9,4.6,2.7,22.5,14,60.9,OVERLOAD
3158e7ff-bbf7-4a53-9049-2806fe00c4a9,e42e68d0-b7a4-4602-844a-ac439c8b9c40,10.2,3.3,2.2,3.0,2.6,0.6,16.8,14,20.2,OVERLOAD
7e86e41a-131a-494f-92a9-8eae55af56d3,379387c5-f82b-4ac2-aa2e-d9083ccf5700,9.3,4.0,1.5,3.0,5.9,0.7,17.3,14,23.5,OVERLOAD
3fc18cc6-ac67-4e55-b1fa-eedd0d7af9a7,c4bbc12c-772f-4932-b8f7-33947b0b0651,11.5,3.1,3.2,1.5,4.8,2.6,19.4,14,38.2,OVERLOAD
f31dc665-5dea-4e7b-bcb0-98703a9a9a9c,48c188a9-e436-4b73-ba29-b8a16bc96247,13.2,3.9,2.2,2.9,5.5,1.9,21.7,14,55.3,OVERLOAD
796c3169-ae72-4633-97f3-59332592ab12,a121451e-2342-4ed9-addf-5080ca7818f5,7.7,4.8,2.7,3.0,2.9,2.1,16.5,10,65.0,OVERLOAD
2c60933a-25ed-4a72-9562-a3d6def8d5d1,95403225-c5f1-42b0-b165-bf827c804d24,9.9,3.8,1.3,3.0,6.0,0.6,17.5,14,24.9,OVERLOAD
c74f18fd-065a-45af-b9d0-ecad3eccc8b9,3d135688-c90d-43e9-9281-2c574f02ab3c,13.4,2.9,3.2,3.3,4.3,2.3,21.7,14,55.1,OVERLOAD
8c394880-06a3-43b9-be24-3951e7083cc0,4385e1ac-ff56-499c-b3ea-f627b0f1cf96,12.8,2.9,1.8,3.0,5.2,2.4,20.5,14,46.3,OVERLOAD
4fb65e7b-e5ec-4f8c-92d4-e9bf346b8de5,b44ede2f-65a0-40c0-9cab-dff9bd8d7783,12.3,3.0,3.0,1.4,4.2,0.5,18.9,14,34.9,OVERLOAD
6788d85b-1c0e-4ff9-a610-d1161f9f34b4,0fc74955-aa98-4e75-908c-1564920a1056,9.4,2.8,2.0,3.1,3.6,1.6,16.3,14,16.5,OVERLOAD
8791280d-ef38-411b-a0de-a877d5f1c298,7f0f6929-eb32-40c7-8a9d-6125875f1c67,8.9,2.8,1.6,1.2,4.4,2.2,15.1,14,8.1,WITHIN_NORM
373fb371-2652-42ef-a1aa-bcd9715dc76a,110a664b-d295-4d1b-81b0-99e9398e75e1,11.2,3.1,1.9,3.6,4.1,1.7,18.8,14,34.2,OVERLOAD
5a0c6bc9-50a6-464c-aa1a-a11277a7a045,81a36176-68ec-4261-a2af-d7762e55f556,7.7,2.7,2.0,2.2,4.3,1.8,14.3,14,2.3,WITHIN_NORM
31939535-be78-4aee-acaf-b284ba59db9f,788ef180-7b30-45ef-bcbc-007850bfcf10,11.1,4.2,3.0,3.2,5.8,0.5,20.1,14,43.9,OVERLOAD
42111c16-7bbc-4efe-b646-1d6533e316b8,eb017f29-b01c-4ff7-bf5f-ad82ca630d9b,8.7,1.5,2.6,3.7,3.0,2.8,15.5,14,10.6,WITHIN_NORM
d49a88e3-05b5-4391-bf8c-2b0d20899acf,a658c424-9743-47b5-8985-48888b493f46,7.9,4.8,1.9,1.3,3.9,1.1,15.3,14,9.2,WITHIN_NORM
c3aa81da-c96a-49b9-9940-c220704b7517,0b9fa611-85e3-4573-9143-7a7b23a7bd19,9.2,2.6,3.0,2.6,3.2,2.0,16.3,10,63.3,OVERLOAD
37030fbb-46b3-4afb-9389-9cddbd9d134c,efadb031-5b56-4fe8-bbfc-5afb2e74eaa7,11.8,2.5,2.0,1.4,2.7,2.2,17.5,14,25.0,OVERLOAD
ec838489-155b-4bb5-9872-34b74c7dba91,906b9bde-26a7-4abf-951c-fe74a0417103,8.6,3.3,2.8,1.3,4.3,1.1,15.5,14,11.0,WITHIN_NORM
6a0dcb1a-d3c9-4741-bac2-2658bc681c1d,88d73267-ce1f-4c3f-8fee-7e63dd0fd92b,13.3,3.2,3.0,2.7,2.2,2.1,20.6,14,46.9,OVERLOAD
00694d95-e9b9-40be-900c-e895ce7f30e5,e3cb5c41-9af9-4847-a1a2-1576a226b983,13.2,3.6,3.0,3.7,2.9,1.0,21.2,14,51.3,OVERLOAD
c2195e1e-b49b-465a-af1d-ae6ab57dc3d9,0f5d0964-8c90-4882-afd4-c254e28dc639,11.2,2.9,3.1,3.7,3.4,1.1,18.9,14,34.7,OVERLOAD
19aac709-5224-4097-99dd-6a958a493631,4b542179-96b2-4b5e-814a-1eaddbeeb809,12.2,2.5,3.1,2.3,4.7,0.7,19.1,14,36.1,OVERLOAD
77a7bc3e-cecb-401f-beff-cc1c917bde3b,af51b029-088e-4bd1-afa6-2f69e12673f8,11.2,3.1,2.5,1.5,4.9,2.7,18.7,14,33.8,OVERLOAD
05b4072c-323c-438c-b54d-cef712351c14,dc150a57-805f-45c9-aec7-830ea087db01,8.8,1.8,1.1,2.9,4.4,1.9,14.7,14,4.7,WITHIN_NORM
c181c2ea-b41b-4995-b7c1-34fb41793d47,9cb1cee0-94c0-4b90-95e8-cd8719afa4aa,8.9,2.9,2.5,2.5,6.0,0.8,16.3,14,16.7,OVERLOAD
bd7e9b1c-08af-42d8-803d-dbaddde5b548,065ccff1-2c19-4d20-9bee-332b883310ac,11.7,2.9,2.1,3.2,4.8,3.0,19.7,14,40.6,OVERLOAD
3c8ede5e-60f1-4564-997c-84e43094d414,a6530821-88fd-4a5e-8e0f-7c85fdb978f0,8.3,1.9,2.8,2.7,3.1,0.7,14.2,14,1.3,WITHIN_NORM
e4e2aafd-a1d4-4789-a916-76c7f74c8179,bb462d36-c014-4c31-b86f-28eef697f43a,8.0,4.6,1.5,2.0,2.9,1.4,15.2,10,51.6,OVERLOAD
733acf79-6023-4508-a4f6-35de344bb76a,9b4b7d90-6924-464a-b6ed-929275262d0b,7.9,3.3,1.2,3.4,2.9,1.9,14.7,14,5.3,WITHIN_NORM
f4872399-6892-4919-8fb8-ec152569c935,bfc69005-93cf-4d59-8337-4e72e10831c4,12.8,3.8,2.3,2.0,3.3,2.2,20.2,14,44.5,OVERLOAD
dc038968-e780-4f06-b55d-fbf518cb519e,8f070afc-60ae-4084-a9f0-6ad6a3526d4f,13.5,3.8,2.4,3.2,3.9,0.7,21.2,14,51.2,OVERLOAD
bb4dfdc1-70f5-42f1-b905-80322a252c8b,0ebac0fb-9fab-4221-bb4c-b18b6d7c026b,10.9,4.9,1.4,3.1,2.8,1.8,18.9,14,34.8,OVERLOAD
629248a9-c1bb-4734-98a8-bea6198ba146,bfc09a32-b57e-45dc-bded-9de9cbfe54ab,8.1,3.1,2.9,2.0,4.7,2.5,15.9,14,13.7,WITHIN_NORM
30d97f14-ebe8-43f1-a371-a08d77dfb2ba,619e4ef2-528f-46fa-8496-da411515660b,13.1,2.3,2.0,1.5,6.0,2.8,20.1,14,43.3,OVERLOAD
3a66bcb0-79e0-49af-a6d7-e6dde95c304b,cb432dbd-9861-4c08-adb4-de6082979c23,10.7,4.4,2.3,2.9,2.4,2.4,18.9,14,35.0,OVERLOAD
d3453646-036f-489f-be00-ebd551889aae,80400268-4ad4-4a07-b9cc-5ae63b0b6b10,8.3,4.4,3.0,3.1,2.1,1.3,16.4,14,16.9,OVERLOAD
6ea250ef-debe-4c4f-a2aa-ad0e300581ef,607bfa8d-71f6-453b-8ebb-4c835e164d4e,9.1,2.8,1.2,3.8,4.2,1.3,15.9,14,13.6,WITHIN_NORM
d38d4abd-6d6d-4f86-aed8-6e5e3143b716,be0738a4-fc75-43b3-bb9c-40d5eebd199d,9.9,3.1,2.5,2.5,5.7,1.7,17.8,14,27.1,OVERLOAD
0909a6f5-81e5-4955-aff1-4a75548187d6,9957ffdc-c505-4e37-bd25-8a5da3185085,13.5,4.5,1.5,3.8,2.5,2.5,21.7,14,55.2,OVERLOAD
ccda5b61-34a1-443c-86a7-20c87f269949,8fbbb990-ff8e-4d64-8b86-5f155d128f77,9.8,4.6,3.2,3.4,5.2,1.3,19.4,10,93.6,OVERLOAD
46efeb12-f27d-49a1-a8eb-da60c52c2dd5,0ec91f17-1be8-4b13-b90b-4958fc80217f,8.0,2.9,1.4,3.1,3.4,2.9,15.1,14,7.7,WITHIN_NORM
590f0183-5884-45b4-a2e2-bff5194eb91a,c9b28a7c-32c9-4810-ad53-306fdfe493a2,11.3,4.4,1.3,3.6,5.7,1.7,20.1,14,43.7,OVERLOAD
c065c1fc-df13-468b-873d-abdcb98fb0ba,5ca2c3da-f7a7-45bb-9a22-278fe1499d83,11.1,4.2,1.4,2.5,3.6,0.9,18.2,14,30.0,OVERLOAD
43236d44-b668-4f33-b059-ab53b6072986,86884c41-b8a1-4156-872f-c8929b2f0505,9.7,1.7,1.1,1.4,5.9,1.9,15.2,14,8.8,WITHIN_NORM
1e96a4e9-60bd-4181-8990-eb2ed36ff0b2,550d9e3a-2907-4006-bd07-69f224fcc1b8,13.3,3.0,1.8,2.5,3.8,0.8,19.7,14,40.4,OVERLOAD
b8a7571b-d53d-4723-b6a6-100d6a72ee1d,5fef01dc-2977-4d85-bfce-1104cf42b1ca,11.3,2.3,2.5,3.0,2.6,0.7,17.3,14,23.8,OVERLOAD
c81de40e-4320-404e-8741-ce3eca5cfe8e,4136d8bc-aabf-4660-88b5-d3d0f4b859d8,12.2,3.1,1.1,4.0,2.2,2.2,19.0,14,35.9,OVERLOAD
3e42cf8d-46c7-455d-b364-c13b892319f0,5beadf28-fc1d-4234-9d00-4b922dc39666,13.4,2.3,1.4,1.4,3.2,0.8,18.2,14,29.9,OVERLOAD
0af9e587-a557-4168-9386-aba718e08d70,8630d1e2-6516-4be4-8999-4fd4f97fd11f,11.7,1.7,2.3,4.0,5.3,2.0,19.0,14,36.0,OVERLOAD
b1d71a10-2220-48bc-9b57-ad678d135c5f,d5dddfb4-cc8d-4edf-bacb-77153dc87653,9.3,3.7,2.3,2.3,2.5,2.7,16.8,14,19.9,OVERLOAD
2ae6277f-f8db-4f28-b3dd-0f5469a805b7,c8ec0c5a-1b95-4ce4-ac25-7a7c78a4c07b,10.2,2.2,1.9,2.2,5.3,2.3,17.0,14,21.5,OVERLOAD
3bdd6cb3-c8ec-445b-b7d2-9467aede90c8,28947459-dc10-4e91-9622-8dae512bec9f,12.1,1.5,2.0,2.4,2.1,1.1,17.0,10,69.8,OVERLOAD
b22f2b0d-8b05-4192-b3c1-e92406bf09a6,962b4c53-ebb1-4dc1-9e7b-256599ad5b08,12.1,2.0,2.3,1.6,2.0,1.1,17.0,14,21.6,OVERLOAD
78708920-c809-4a7e-b501-cd5904ddf930,c3d593be-7794-4ed4-9bc2-7e0dd4e2dfe5,13.4,4.3,3.4,2.5,2.4,1.9,21.7,14,54.8,OVERLOAD
457eb10c-5bec-4dc4-a1f6-0fc07aaa618b,dad4905c-bff2-4fb6-9dbc-825507de6fe7,10.2,4.5,1.2,2.5,2.6,1.3,17.2,14,22.9,OVERLOAD
ba1f49fd-3d33-4e8c-b9d2-02b189ad7838,18fa557b-1180-447f-bda9-9206e59d27ad,11.9,3.2,1.9,2.2,3.8,2.5,19.0,14,36.0,OVERLOAD
2b247018-1f98-4c4d-8c38-ab95f4542f6d,a087e173-a088-4438-b58e-1393a418ec70,12.9,4.8,3.0,1.9,4.8,1.6,21.8,14,55.6,OVERLOAD
e384b91c-52a5-4ce5-b951-49a2147d6e9c,43f1f5d4-c08b-4b32-95bc-e3dd3a8e7b65,9.0,4.4,1.1,3.7,3.8,2.1,17.3,14,23.4,OVERLOAD
e72467ad-a4c4-49bc-9674-a6e78098e582,e50b7d42-3489-4b6c-869f-f9f74f72fa89,11.5,4.6,2.6,2.8,2.3,1.8,19.7,14,40.4,OVERLOAD
74abcdc7-b4e6-4c5a-9d09-6445ed0b63cc,c133c8ac-91e6-4c22-93b6-fafb697b9227,8.4,4.1,2.3,3.0,2.2,0.7,15.6,14,11.4,WITHIN_NORM
83b6bc97-3579-4861-a83f-2a2a90605955,beef0c11-fbbc-46d6-8394-a0923811d6d7,11.8,1.8,1.2,1.0,5.8,2.3,17.4,14,24.3,OVERLOAD
e3f185d7-1791-4bba-afe0-73364442d862,c82680b4-c401-4026-ae2a-07442aaacd8e,9.6,2.5,1.9,3.3,4.6,1.0,16.4,14,17.5,OVERLOAD
9dce4eb8-e44a-4aba-8768-62acd7f964e6,7fbc1239-4c4c-4e02-8046-abe9669c4d99,8.5,1.8,2.7,3.3,3.1,0.6,14.5,14,3.9,WITHIN_NORM
0f024fb7-e37d-4ee9-8e02-4eb9f69d21d2,16e02285-493e-4632-bdf7-6f19062c50c5,8.0,4.9,1.7,3.3,4.5,1.5,16.8,10,67.6,OVERLOAD
c9c61164-5e69-4a40-a58a-6f4a1b75a34a,98ae836c-428b-45d8-b3b1-f6c087bad629,8.7,1.9,2.5,3.3,4.6,1.8,15.8,14,12.8,WITHIN_NORM
83f8477d-a754-4b69-910e-1cd0770557f0,6ea89295-5e24-46da-82df-f97b174b4e7f,7.8,4.9,3.0,1.9,5.9,2.0,17.3,14,23.4,OVERLOAD
8d8ffd34-b852-4930-ad3d-15075347829d,163b9441-e172-45a5-b789-f271c32ca269,11.0,4.1,3.0,3.0,2.5,1.3,19.0,14,35.8,OVERLOAD
a043cba2-5efc-484b-a23b-01f1a94f3f34,9cc63c57-6d20-4b4a-bb5c-871ac4e84d2a,13.1,2.3,1.9,2.3,3.8,2.0,19.3,14,38.1,OVERLOAD
b686f483-a5de-4730-a597-9d0c78c49917,15d98ad4-9768-42b3-8fb4-3c23e68256fc,13.2,2.3,1.3,1.6,5.5,2.1,19.4,14,38.6,OVERLOAD
b403e0b1-add2-4063-b39e-736fa82e7d0c,cada28a3-657c-4c3a-bb6a-c9b1d0238a25,9.2,4.4,3.2,3.5,5.7,1.1,18.8,14,34.3,OVERLOAD
c2065922-06b9-4bfc-80e3-ab026eff9de1,10d7ae38-8b5c-4797-9790-7b1c4e33656f,12.0,3.1,3.1,3.2,5.1,2.1,20.6,14,47.3,OVERLOAD
05ff3f13-71ca-4cf3-a000-9af72db270a9,fbbec00b-d3e6-4215-8e9a-60856581e619,8.6,3.4,3.5,3.8,2.2,0.9,16.4,14,17.1,OVERLOAD
eedf7e67-22e1-4876-a9c2-fe79424d1922,26ea46e0-b7e3-4df1-92a6-12de825ebcfc,8.3,4.0,3.0,1.6,4.0,2.6,16.6,14,18.7,OVERLOAD
3f4f4c32-4b8e-4e40-8a62-b15873cd6fdb,398f64bf-9c85-4742-8dbc-cefd0a151665,11.9,3.4,2.5,2.5,3.2,1.9,19.2,14,37.5,OVERLOAD
bf77373d-1d94-4e7d-819a-18683920f478,c55f0020-0c8c-4b3e-9378-b621bac0e145,11.6,4.6,2.6,3.3,2.6,1.7,20.1,14,43.3,OVERLOAD
ee0e8572-0d47-4c19-9aa4-cc6d1af464a0,b1f6f2b2-c28b-49c3-83f3-b1f8eb7ab18f,7.6,2.4,2.8,4.0,2.4,1.5,14.6,10,45.6,OVERLOAD
8f9ee954-96a7-4200-8a8f-b539a2c8d37c,0cc0e0a4-dfdb-4a79-928d-3501e5261ebf,12.3,2.2,2.4,3.2,4.5,1.0,19.1,14,36.1,OVERLOAD
e7630ea0-5711-4e15-84ad-00ae1b882fe1,aa6379ff-8ba8-46b9-af16-b60ed510922d,9.6,4.2,2.4,1.0,5.0,0.6,17.0,14,21.2,OVERLOAD
33b019bc-d427-4d52-82b1-1efdb32b70c8,a38705dc-2303-4c90-8515-d3d1bc07b0fd,12.0,2.2,3.4,2.1,3.3,0.9,18.3,14,31.0,OVERLOAD
8cb24b36-abc4-4188-95e8-6406bca4f609,db90e15c-548b-4110-8332-b5fecd159b57,9.3,4.6,3.5,2.1,3.8,2.3,18.4,14,31.3,OVERLOAD
0d967d70-1b1d-49a9-807a-93881162cb1d,1e4fee20-7dc4-4a7c-b3fc-3b5026332a98,12.8,3.6,2.0,2.2,4.8,0.5,19.9,14,41.9,OVERLOAD
fe7e3128-8742-4f3c-b766-47ac04bd1d99,7bfe60a6-64cf-4599-a097-8ed76029f6ed,11.2,2.7,3.0,1.3,4.4,1.7,18.0,14,28.9,OVERLOAD
1f98b18d-7f88-4fbf-a17b-2a2430bade99,5902ed9f-7285-4329-9110-9e6a6b5ef308,11.4,1.7,2.4,2.7,4.2,2.0,17.8,14,27.4,OVERLOAD
331ab601-07fe-46a3-9f41-049d4a8f70c5,af650bfb-e718-45ae-a102-a94ca5f1ef64,11.6,4.3,1.7,3.5,4.0,0.7,19.4,14,38.8,OVERLOAD
7170e3ec-c621-49c5-a731-43f8909b1aa2,498fd547-b049-4f42-93c9-e93378f0b8c9,7.9,2.7,3.0,3.1,5.2,1.8,15.8,14,13.2,WITHIN_NORM
3c8e0463-0e1a-4347-8465-35ddd04f01ed,7240ad12-1b4f-458f-9223-f3544ac71991,10.1,2.0,1.8,2.3,2.4,1.1,15.2,14,8.9,WITHIN_NORM
9a498cd5-5e19-4665-b29b-b6b0b6f9e9d3,7d25ef75-8de0-421d-83be-6d099192ab9c,11.1,4.1,3.5,3.8,4.6,1.6,20.6,14,46.9,OVERLOAD
e2d4420c-da90-464f-9fcf-634e11806c95,4cbf28f6-b13e-4fd4-b2e0-ebc2a543c9a9,11.3,4.2,1.3,2.2,5.4,1.5,19.1,10,90.7,OVERLOAD
